country,code,indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",84.62995148,85.33112335,86.01869202,86.6966095,87.1025238,87.38796997,87.74733734,88.09494781,88.40643311,88.59747314,88.89263153,89.65525055,89.9473114,89.90686035,90.06333923,90.88918304,91.20858765,91.41120911,91.35964966,92.18966675,92.51677704,92.50582886,92.97559357,93.10861206,93.56481934,93.60745239,93.80787659,93.99285889,94.05137634,94.24067688,94.43493652,94.58347321,94.71411896
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",,,,60.25,,,,,69.58000183,68.73000336,,,,72.69999695,,,,,,,,,,84.66000366,,73.72000122,,,,,,75.63999939,
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,89.61000061,,91.18000031,,,,,,,,,92.66999817,92.01448001,,,,,
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,59.40357655,,,,,,,,,,,,,,
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",85.31826019,85.97786713,86.6240387,87.26022339,87.64859772,87.93063354,88.29342651,88.62124634,88.92156219,89.11239624,89.39666748,90.09610748,90.37744904,90.35967255,90.57125092,91.40738678,91.71063232,91.89761353,91.81594086,92.52429962,92.8322525,92.81323242,93.30796814,93.45050049,93.89108276,93.91812897,94.10302734,94.27082825,94.32582092,94.50193787,94.68409729,94.82549286,94.95111084
Least developed countries: UN classification,LDC,"Literacy rate, adult total (% of people ages 15 and above)",45.48490906,45.96364975,46.75989914,47.70959854,48.25215149,48.93344116,50.58547974,51.46541977,52.08351135,52.80838013,53.54515076,54.20647812,54.83687973,55.23506927,52.68745041,53.65513992,53.98141861,54.60694122,57.08432007,58.77299118,58.18199158,60.20775986,60.80072021,62.73128891,64.60360718,65.49446869,65.95467377,66.22218323,66.4538269,67.02951813,67.55068207,67.97371674,68.32312012
Low income,LIC,"Literacy rate, adult total (% of people ages 15 and above)",47.81761932,48.08485031,48.33974838,48.82239914,49.15703964,49.77299881,50.444561,51.00802994,51.43112946,52.07423019,52.71802902,53.14144135,53.60847855,54.01974106,52.17496109,53.39131927,54.24755096,54.77159882,55.26887894,57.49095154,57.97935867,58.90143967,59.03393936,59.70286942,60.36481857,61.41650009,61.72092056,61.74449921,61.88235855,62.33375168,62.77030945,63.20888138,63.56930161
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,90.68000031,,,,,90.80999756,,90.55999756,,91.18000031,,,,92.54639478,92.56613214,92.38999939,91.90000153,91.70999908,92.25,92.37999725,92.43000031,92.48999786,92.66000366,
Lower middle income,LMC,"Literacy rate, adult total (% of people ages 15 and above)",54.09815979,55.00283813,55.8652916,56.68870163,57.52173996,58.3533287,61.84518051,62.63806152,62.87221146,63.61077118,64.3497467,65.40087891,66.10842896,65.90290833,65.8551178,66.37418365,67.02906036,67.71453094,69.59059906,70.29173279,70.72177887,71.59829712,72.22669983,73.31275177,74.07228088,74.6064682,75.44101715,75.40895844,76.03858948,76.64582062,77.26148224,77.77929688,78.27902985
Low & middle income,LMY,"Literacy rate, adult total (% of people ages 15 and above)",70.20287323,70.81089783,71.39691925,71.98568726,72.55122375,75.10862732,76.68768311,77.17489624,77.47052765,77.84716797,78.28527832,78.88491058,79.29815674,79.31014252,79.25076294,79.94795227,80.38214874,80.78318024,81.52628326,81.94248962,82.18762207,82.56783295,82.95294189,83.43531799,83.83110046,84.06365204,84.43427277,84.47470856,84.71539307,84.93486786,85.21977997,85.4538269,85.66941833
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,86.25,,,,,,66.09999847,,,,,,,,,,97.26999664,,86.23999786,92.4974362,,,,,90.44999695
Late-demographic dividend,LTE,"Literacy rate, adult total (% of people ages 15 and above)",83.87809753,84.33500671,84.78325653,85.23478699,85.64794922,90.30294037,90.64514923,90.92852783,91.19696045,91.5107193,91.80938721,92.20445251,92.47164154,92.74765015,93.03517151,94.03952026,94.25827026,94.52729034,94.66471863,95.05036926,95.24017334,95.32038879,95.40606689,95.56787109,95.79045105,95.95368958,96.10099792,96.23075104,96.35845947,96.48459625,96.61174774,96.73008728,96.85266113
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,99.65000153,,,,,,,,,,99.81999969,,,,,,,,,,,,,
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,99.75,,,,,,,,,,,99.90000153,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,91.30000305,,,,,93.5,,,,,95.63999939,,,,,96.54000092,,,,,,,,
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",,,41.59000015,,,,,,,,,,52.31000137,,,,55.15000153,56.08000183,,67.08000183,69.16000366,,64.26000214,,,,,,,,,,
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,96.65000153,,,,,,,,,,,,,,99.36000061,,,,,,,,,,
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,70.69000244,,,,,,,,,,,,71.56999969,,,,,,76.68000031,,,74.69000244,,,
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",,,,96.33000183,,,,,96.33000183,,,,,,98.40000153,,,,,,,,98.61000061,,97.73000336,94.51000214,,98.20999908,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Literacy rate, adult total (% of people ages 15 and above)",53.06661987,54.43156815,55.11798859,56.21815109,57.12797165,58.03104019,59.00312042,59.93693924,60.82902908,61.88441849,62.85728836,65.1333313,65.97110748,66.69262695,66.26946259,67.05426788,68.58789063,69.5725174,70.04216766,70.20955658,71.26318359,71.54608154,71.92707825,72.74830627,72.35362244,72.71936035,72.66477203,72.90309906,73.4514389,73.92479706,74.5160675,75.06803894,75.58869171
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,90.54000092,,90.26999664,,90.94999695,91.62999725,91.73000336,92.80000305,92.93000031,93.44000244,93.06999969,93.51999664,94.23000336,93.95999908,94.55999756,94.47000122,94.86000061,94.97000122,95.37999725,95.38894032,95.25,95.68909813,95.8486604,95.83469017,95.76547168
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,98.26999664,,,,,,,,98.18000031,,95.83425496,,,
Middle income,MIC,"Literacy rate, adult total (% of people ages 15 and above)",71.52095795,72.17482758,72.80290985,73.4360199,74.03662872,76.73143768,78.38613129,78.89489746,79.20767975,79.57293701,80.01439667,80.64788818,81.07843781,81.0834198,81.17368317,81.86553955,82.30013275,82.72193909,83.51486969,83.81887817,84.07702637,84.45263672,84.86701965,85.35970306,85.76139832,85.96204376,86.37348938,86.45652771,86.746521,86.9866333,87.29567719,87.5513916,87.79734039
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",,,94.05999756,,,,,,,,96.12999725,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,19.04000092,,,,,24,,,26.18000031,,,,31.10000038,30.62000084,,,,33.06999969,,,35.47000122,,,,,,
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",,,,87.87000275,,,,,,,,,,92.36000061,,,,,,93.30999756,,,,,,,,,,,,,
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,89.94000244,,,,,,,,,,,,,,90.36000061,,84.77999878,,95.82323938,89.06999969,93.54712933,,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,97.76999664,,,,,,,,98.44000244,,,,,,,98.52999878,,,,,,
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,97.76999664,,,,,,,,,,98.26000214,,,,,,,,96.90000153,98.45999908,99.18000031,99.27275887,98.73000336,98.63999939,
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,38.70999908,,,,,,48.15999985,,,,,,50.58000183,,,,,,56.04000092,,60.65999985,,,59.77999878,,61.67782052,,
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,51.20999908,,,,,,,,,,,,,62.06999969,,65.11000061,,,,,59.52999878,,,,
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,84.30000305,,,,,,,,,,,89.25,91.76999664,91.48999786,92.47000122,92.70999908,93.16000366,,,,,93.03047191,,94.32652156,
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,64.12999725,,,,,,,,,,,,,,,,,,,72.84875242,76.72000122,,70.15000153,,,,
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,88.69000244,,,,,,,,,,93.12000275,,,,,,94.87999725,95.08000183,94.84999847,94.97000122,,,95.76999664,,
North America,NAC,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,98.62116241,98.63292694,98.64395142,98.65870667,98.66841125,98.68849945,,,,,,,,,98.75241089,98.75907898,98.76483917,98.77036285,98.78943634,98.78914642,,
Namibia,NAM,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,84.94000244,,,,,,,,,,88.26999664,,,,,88.20185917,,88.32950503,,,,,87.63999939,
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",,,,,96.13999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,14.38000011,,,,28.67000008,,,,,,,30.55999947,,28.97002931,,,,33.04999924,,,,35.61000061,,
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,54.77000046,,,70.19999695,,,,,,,,,,58.22000122,,,,,63.15999985,,,70.41000366
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,76.68000031,,,,78,,,,,,,85.60943389,,87.34508823,,,,,,,,,,
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,48.61000061,,,,,,,55.56258983,,,59.63000107,,,,,65.5,66.87553512,,68.70999908,,,,,
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.60798601,,96.58999634,
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.20607758,,,,
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,66.09999847,,,,,86.62000275,,86.94000244,,,,,93.04000092,,95.58000183,95.65000153,,96.90000153,,97.33999634,,
Other small states,OSS,"Literacy rate, adult total (% of people ages 15 and above)",75.03690338,75.44557953,75.73573303,76.08943939,76.66155243,77.09557343,77.79673004,78.22252655,78.962883,79.35916138,79.99198151,80.54688263,81.11936951,79.85160065,79.42221069,80.00055695,80.78855133,80.91036987,81.73388672,82.20877075,82.56352997,82.99656677,83.4192276,84.22424316,85.87241364,86.23059845,86.49890137,86.71327972,86.55419159,86.72506714,86.86395264,87.00943756,87.11974335
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,42.70000076,,,,,,,49.86999893,54.15000153,52.13999939,55.52999878,54.88999939,55.38000107,54.74000168,56.75999832,55.59000015,56.97999954,,,59.13000107,57.00999832,58,,58.86000061,,,
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,91.90000153,,,,,,,,,,94.08999634,,,,,,,,95.41000366,95.73999786,,96.24002889,,96.10922829,96.25613518
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",,87.15000153,,,,,,,,,,,87.66999817,87.91000366,88.69999695,89.58999634,,,,,93.83999634,,93.70999908,94.16000366,94.16999817,94.15000153,94.41000366,,94.5,,,,93.66000366
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",,,93.91999817,,,,,,92.59999847,,,92.58999634,,,,,95.41999817,,97.08999634,,,96.40000153,,98.18000031,,,,96.27999878,98.47000122,,,,
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,99.5,,96.58999634,,,,,100,,,,
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,57.34000015,,,,,,,,,,69.09888511,,,,,,,70.05999756,,,,,87.14414891,,
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Literacy rate, adult total (% of people ages 15 and above)",51.9794693,52.55130005,53.16640091,53.5900383,54.26158142,55.11875916,55.79478073,56.72988892,55.25342178,56.15993118,57.0214119,57.5234108,58.09111023,57.67665863,56.50291061,55.36080933,55.64258957,55.88713837,56.59550858,58.49645996,59.79314041,60.82958984,61.45980835,62.08111954,62.67889023,63.83779907,65.78871155,65.92984009,66.15894318,66.55426025,66.98744965,67.39431763,67.72303009
Puerto Rico (US),PRI,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,91.97000122,,,,,,,92.38999939,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,94.48000336,,,,,,,,,,,,,
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",90.26999664,,,,,,,,,,,,,,,94.55999756,93.29000092,93.75,93.87000275,,94.19999695,95.05999756,95.02999878,95.55000305,94.65000153,,94.01999664,93.20999908,94.54000092,,,,94.86000061
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,86.08000183,,,,,,,92.48000336,,93.44999695,93.76000214,94.01000214,94.43000031,94.72000122,95.02999878,95.66999817,96.05000305,96.20999908,96.48000336,96.72000122,96.91999817,97.22000122,97.37999725,97.51000214,97.68571354,97.83999634,,97.94498037
Pacific island small states,PSS,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,83.26000214,,,,,,,88.95999908,,,93.08000183,93.98999786,94.72000122,96.27999878,96.41000366,96.68000031,97.48000336,97.75,,,,,,,,,,
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",96.70999908,,,,,,,,,,97.30000305,,,,,,,,,98.59999847,,,,,,,,,,99.16000366,,,
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,99.44000244,,,,,,,,99.68000031,,,,,,,,,,,99.93000031,,,
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,64.88999939,,,,,,,,,,,,68.33000183,,70.80000305,,,,73.22000122,,80.05000305,,78.76000214,,
South Asia,SAS,"Literacy rate, adult total (% of people ages 15 and above)",48.56074142,49.34983826,50.14728165,50.95373154,51.77856064,52.60419083,57.91611099,58.72785187,59.51525879,60.31298065,61.13351822,61.94049835,62.74493027,62.44490814,62.52603149,63.37562943,64.20915985,65.04129028,67.94230652,68.69953156,68.52574921,69.84220886,70.55967712,71.96234894,73.35041809,74.01891327,74.7436676,74.51280975,75.24221802,76.05993652,76.89537048,77.57037354,78.23126984
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",70.81999969,,,,,,,,79.34999847,,,,82.86000061,,,,,,,,,94.43000031,,,,95.33000183,,,97.58999634,,,,97.93000031
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,61.34999847,,,,,,,,53.52000046,,,,,,,,,,,,,,,,
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,39.27999878,,,,41.88999939,,,48.04000092,,51.81000137,,43.52999878,,43.59000015,46.09999847,51.90000153,46.61000061,46.83000183,,,,50.36000061,
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,92.55000305,,,,,,,,,,95.86000061,96.19000244,96.37000275,96.55000305,96.72000122,96.83000183,97.05000305,97.19999695,97.33999634,97.48000336,97.12999725,97.65000153,,,
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,76.59999847,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,34.83000183,,,,,,,,,,44.34417798,49.40000153,,44.83000183,48.82165768,43.58000183,,,,,
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",74.13999939,,,,,,,,,,,,,,83.55999756,82.02999878,83.94999695,84.09999847,84.48999786,85.48999786,85.46878387,86.76999664,87.41253345,87.97000122,88.13999939,88.48000336,89.01000214,89.13999939,89.98000336,89.05864863,89.35185266,89.84999847,89.76999664
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91000366,,
"Somalia, Fed. Rep.",SOM,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,63.68414274,,,54.11999893,,
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,96.40000153,,,,,,,,97.95999908,,,,,98.83999634,,,99.48000336,,,99.33999634,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult total (% of people ages 15 and above)",53.13396835,53.7114296,54.33689117,54.7392807,55.36608887,56.15414047,56.82582855,57.69203949,56.56555176,57.33665085,58.04154968,58.57297134,59.25965118,58.93204117,58.0251503,57.82696152,58.16413879,58.63977814,59.31013107,61.00048828,62.23310089,63.11500168,63.66136169,64.26019287,64.88789368,65.24362946,67.12274933,67.72129059,67.88200378,67.83419037,68.14875031,68.43505859,68.68180084
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,26.82999992,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Literacy rate, adult total (% of people ages 15 and above)",53.1398201,53.71720123,54.34257126,54.74488831,55.37162018,56.15956879,56.83118057,57.69729996,56.57109833,57.34212112,58.04693985,58.57830048,59.26488113,58.93732071,58.03057861,57.83242035,58.16949081,58.6450386,59.31528091,61.00539017,62.23786163,63.11965179,63.66598129,64.26473999,64.89235687,65.24806976,67.12692261,67.72537231,67.88603973,67.83821869,68.15270996,68.43894196,68.68562317
Small states,SST,"Literacy rate, adult total (% of people ages 15 and above)",78.48365784,78.7818985,78.99324036,79.3196106,79.79563904,80.17362976,80.73708344,81.10942078,81.71975708,82.05415344,82.54740906,82.98442078,83.43640137,82.59967804,82.32202148,82.83895111,83.42832947,83.53665924,84.11074829,84.46160126,84.69924164,84.99178314,85.29698181,85.85939026,87.06584167,87.32917786,87.52718353,87.70755768,87.58319855,87.71475983,87.82556152,87.93347168,88.01557159
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,84.91000366,,,,,,,,,,,90.13999939,,,,,,,87.44000244,,,,,
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,89.59999847,,,,94.62000275,,94.68000031,,92.87000275,,,,,,,,,,,,
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,81.66000366,,,,,,,,,,,,,,,,,,,,,,90.75,,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",,,87.80999756,,,,,,,,91.83999634,,,,,,,,93.94999695,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,82.88999939,,80.83999634,,,,,,,,,,,,,,,,,94.41999817,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",,10.89000034,,,,,,,25.64999962,,,,28.37999916,,,,,,,,,,,,22.30999947,,,30.62999916,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",81.56832123,82.0630188,82.63466644,83.20455933,83.71032715,89.36637115,89.73880005,90.04577637,90.42704773,90.77150726,91.12413788,91.4703598,91.7910614,92.12059021,92.47913361,93.69999695,94.00759125,94.29283142,94.34301758,94.56652832,94.79434967,94.86821747,95.27942657,95.48513031,95.68802643,95.87976837,95.9034729,96.04788971,96.26796722,96.40583801,96.54914093,96.67835236,96.80631256
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",95.83722687,95.98995209,96.14396667,96.29627991,96.49263,96.62885284,96.93737793,97.02207947,97.20570374,97.28394318,97.35881805,97.4280014,97.48239136,97.61765289,97.56980896,97.65026093,97.75221252,98.20245361,98.48121643,98.70433044,98.83590698,98.88067627,98.92041016,98.96549988,99.02774811,99.08849335,99.19631195,99.26954651,99.28652954,99.31080627,99.32846832,99.35870361,99.38735199
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,53.18000031,,,,,,56.88999939,,,57.09000015,57.20000076,60.40999985,,,,63.75,,60.91829118,,66.54000092,,,72.59999847,,
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,92.65000153,,,,,93.51000214,,,,,96.43000031,,,93.69999695,,92.87000275,91.98000336,,93.76999664,91.26999664,,,91.09999847,,
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,99.44999695,,,97.52532224,,,,98.23159037,,100,,,,,,,,,,,,,,,
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",,,,98.77999878,,,,,,,,,,,,,,,,,,,,,,,,,,,99.90000153,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult total (% of people ages 15 and above)",84.948349,85.62445831,86.28753662,86.94096375,87.33878326,87.62695313,88.00080109,88.33840179,88.64758301,88.84497833,89.13876343,89.86110687,90.15149689,90.13292694,90.35138702,91.21366882,91.52620697,91.7224884,91.63845062,92.36847687,92.68562317,92.66664886,93.17658234,93.32537079,93.77996826,93.80896759,93.99981689,94.17350006,94.23126221,94.41320038,94.60170746,94.74787903,94.87724304
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,37.59999847,,,,,,50.59999847,,,58.31000137,,,,,64.44999695,65.77999878,,,,,,72.47000122,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",,,,,98.91000366,,,,,,,,,,99.01999664,,,,,99.38999939,,,,,97.15000153,,,91.05000305,,,,,
South Asia (IDA & IBRD),TSA,"Literacy rate, adult total (% of people ages 15 and above)",48.56074142,49.34983826,50.14728165,50.95373154,51.77856064,52.60419083,57.91611099,58.72785187,59.51525879,60.31298065,61.13351822,61.94049835,62.74493027,62.44490814,62.52603149,63.37562943,64.20915985,65.04129028,67.94230652,68.69953156,68.52574921,69.84220886,70.55967712,71.96234894,73.35041809,74.01891327,74.7436676,74.51280975,75.24221802,76.05993652,76.89537048,77.57037354,78.23126984
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, adult total (% of people ages 15 and above)",53.1398201,53.71720123,54.34257126,54.74488831,55.37162018,56.15956879,56.83118057,57.69729996,56.57109833,57.34212112,58.04693985,58.57830048,59.26488113,58.93732071,58.03057861,57.83242035,58.16949081,58.6450386,59.31528091,61.00539017,62.23786163,63.11965179,63.66598129,64.26473999,64.89235687,65.24806976,67.12692261,67.72537231,67.88603973,67.83821869,68.15270996,68.43894196,68.68562317
Trinidad and Tobago,TTO,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,74.30000305,,,77.19000244,77.70999908,,79.12999725,79.65000153,80.22000122,,79.04000092,,,,79.48000336,80.55000305,,83.68000031,,86.25,
Turkiye,TUR,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,87.37000275,88.23000336,88.12000275,88.66000366,,90.81999969,92.66000366,94.11000061,94.91999817,95.26000214,95.44000244,95.59999847,95.86000061,96.15000153,,96.73999786,,97.26000214,,,
Tuvalu,TUV,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
Tanzania,TZA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,69.43000031,,,,,,,,,,78.09999847,,79.89539542,77.88999939,,,,,82.23263446,,78.20999908,,
Uganda,UGA,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,68.13999939,,,,71.37000275,,,,73.20999908,,70.19999695,,68.51000214,,69.09999847,,,,,79.05823296,,,
