country,code,indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Madagascar,MDG,"Life expectancy at birth, total (years)",52.946,53.733,54.247,54.845,55.477,56.127,56.803,57.434,57.974,58.674,59.17,59.693,60.168,60.664,61.14,61.533,61.992,62.304,62.597,62.86,63.007,63.161,63.261,63.362,63.431,63.433,63.491,63.504,62.706,62.516,63.068,63.632,
Maldives,MDV,"Life expectancy at birth, total (years)",64.664,65.434,66.197,66.962,67.734,68.517,69.303,70.157,70.892,71.659,72.36,73.263,73.008,74.785,75.256,75.711,75.999,76.371,76.756,77.141,77.512,77.847,78.187,78.607,78.913,79.228,79.433,79.707,78.713,78.052,80.76,81.041,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",63.64568875,64.00856483,64.1689718,64.44889852,64.76469677,65.02205546,65.3905263,65.84815456,66.22251382,66.59719612,66.96414799,67.08379406,67.53184346,67.52994702,68.0590797,68.34658832,68.70416508,68.99872131,69.2105447,69.39403007,69.45512501,69.70834025,69.98988301,70.15110492,70.42892781,70.70975753,70.94032135,71.2438695,69.91107896,69.71131935,71.69183197,72.08394124,
Mexico,MEX,"Life expectancy at birth, total (years)",69.663,69.961,70.302,70.703,71.088,71.472,71.792,72.203,72.562,72.912,73.106,73.308,73.432,73.627,73.746,73.796,73.695,73.628,73.718,73.921,74.128,74.289,74.404,74.431,74.376,74.261,74.301,74.53,70.449,69.75,73.973,75.069,
Marshall Islands,MHL,"Life expectancy at birth, total (years)",61.9,62.085,62.308,62.515,62.765,63.015,63.218,63.421,63.323,63.735,63.848,63.956,64.044,64.112,64.207,64.259,64.3,64.395,64.498,64.641,64.776,64.954,65.11,65.292,65.477,65.673,65.87,66.047,65.387,65.421,66.725,66.945,
Middle income,MIC,"Life expectancy at birth, total (years)",63.94796885,64.25241321,64.53236249,64.8716265,65.19902191,65.52320174,65.83185224,66.14184414,66.49968943,66.82634758,67.16952401,67.47644117,67.69123164,68.1061163,68.43859178,68.77740998,68.97444472,69.39415466,69.71168565,70.04176253,70.371958,70.65585397,70.9403713,71.20726423,71.44242412,71.65997567,71.96013269,72.18963241,71.52145539,70.39571078,72.51755067,72.74319387,
North Macedonia,MKD,"Life expectancy at birth, total (years)",71.14846341,71.59656098,71.69268293,71.84878049,72.49512195,72.44634146,72.29756098,72.7902439,72.94634146,73.43658537,73.03902439,73.24146341,73.59756098,73.69756098,73.89512195,73.8,74.4,74.44634146,74.99756098,75.1,74.90243902,75.4,75.45121951,75.40243902,75.4,75.95365854,76.64878049,76.60243902,74.39512195,73.24634146,74.42487805,75.31609756,
Mali,MLI,"Life expectancy at birth, total (years)",47.238,47.586,47.914,48.292,48.5,49.086,49.592,50.06,50.605,51.3,51.995,52.632,53.253,53.792,54.305,54.756,55.187,55.588,55.993,56.367,56.696,57.052,57.482,57.852,58.286,58.562,58.873,59.217,58.858,59.116,60.035,60.439,
Malta,MLT,"Life expectancy at birth, total (years)",76.56512195,76.71960976,76.83297561,77.2902439,77.34146341,77.73902439,77.58780488,77.5,78.34878049,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.24878049,82.65853659,82.09756098,82.25853659,82.44878049,83.50731707,
Myanmar,MMR,"Life expectancy at birth, total (years)",57.681,58.032,58.326,58.671,59.169,59.523,59.896,60.107,60.357,60.64,60.925,61.196,61.443,61.72,62.026,62.367,56.364,63.095,63.479,63.859,64.251,64.617,64.994,65.288,65.64,65.909,66.232,66.457,66.612,65.553,66.506,66.889,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Life expectancy at birth, total (years)",63.12027247,63.47695951,63.62624938,63.90402148,64.2095358,64.45986843,64.82336791,65.27482618,65.63684715,65.99520737,66.35293237,66.44555273,66.88735376,66.85340261,67.38152403,67.6503604,67.99106602,68.27445467,68.49125051,68.66240951,68.69133104,68.91363004,69.17155584,69.28732636,69.53283764,69.81413164,70.0733669,70.41748459,69.05063429,68.92802148,71.00553154,71.27588499,
Montenegro,MNE,"Life expectancy at birth, total (years)",73.62165854,73.69387805,73.58778049,73.56492683,73.44473171,73.34297561,73.28778049,73.14387805,73.39680488,73.58019512,73.96521951,74.05573171,74.20560976,73.98292683,73.83902439,74.33902439,75.13658537,75.14390244,75.9902439,76.08292683,76.3,76.4902439,76.33902439,76.60243902,76.54146341,76.68536585,77.88536585,76.68292683,75.93170732,73.82439024,76.18780488,77.58780488,
Mongolia,MNG,"Life expectancy at birth, total (years)",60.43070732,60.82421951,60.859,60.8925122,60.994,61.4145122,62.08307317,62.78953659,63.2104878,63.39170732,63.5402439,63.57536585,64.6302439,65.28073171,65.90219512,66.59341463,67.24609756,67.96902439,68.50560976,69.10926829,69.5002439,70.09804878,70.58317073,70.8102439,70.22390244,70.54341463,70.82707317,71.05317073,71.34902439,71.64512195,71.90073171,72.12243902,
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",70.762,71.156,71.533,71.938,72.442,72.947,73.573,74.262,74.9,75.419,75.934,76.505,76.789,77.307,77.688,77.863,77.938,77.903,77.8,77.688,77.566,77.452,77.377,77.36,77.392,77.47,77.51,77.844,78.03,78.16,78.531,78.808,
Mozambique,MOZ,"Life expectancy at birth, total (years)",45.095,45.675,46.086,46.546,47.121,47.8,48.212,48.837,49.476,50.259,50.879,51.383,51.855,52.322,52.748,53.255,53.799,54.4,55.04,55.733,56.46,57.189,57.965,58.711,59.455,60.148,60.79,61.306,61.39,60.268,63.011,63.611,
Mauritania,MRT,"Life expectancy at birth, total (years)",58.568,58.733,58.763,58.861,58.915,59.417,59.89,60.443,61.044,61.662,62.249,62.805,63.369,63.92,64.493,64.885,65.233,65.485,65.661,65.754,65.808,65.89,66.207,66.498,66.823,67.088,67.419,67.64,66.794,66.762,68.281,68.484,
Mauritius,MUS,"Life expectancy at birth, total (years)",70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.11707317,72.26585366,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,74.17707317,73.6802439,73.51463415,73.41219512,
Malawi,MWI,"Life expectancy at birth, total (years)",43.636,43.648,43.8,43.804,44.005,44.2,44.3,45.06,46.17,47.205,48.176,49.601,51.073,52.469,53.652,54.687,55.715,56.714,57.787,58.859,59.87,60.816,61.651,62.324,63.163,63.914,64.464,64.995,65.216,64.782,66.037,67.353,
Malaysia,MYS,"Life expectancy at birth, total (years)",71.483,71.721,71.865,71.979,72.119,72.296,72.385,72.428,72.732,73.08,73.469,73.727,74.027,74.37,74.697,74.961,75.151,75.269,75.376,75.488,75.552,75.464,75.345,75.288,75.371,75.542,75.734,75.9,76.057,73.917,75.444,76.657,
North America,NAC,"Life expectancy at birth, total (years)",75.83797117,75.64647872,75.84298235,75.85546307,76.24409707,76.62535794,76.78194901,76.80478604,76.88503324,77.08834853,77.19193588,77.30027968,77.73433754,77.74623829,77.96904029,78.23953315,78.30385925,78.65471284,78.8169547,78.92343235,79.03222533,79.04112959,79.13565535,79.00362547,78.88001038,78.86880362,78.96079607,79.13341344,77.44980998,76.86576789,77.83276796,78.73282137,
Namibia,NAM,"Life expectancy at birth, total (years)",60.16,59.26,58.441,57.518,56.639,55.844,54.767,53.983,52.946,51.98,51.988,51.918,52.175,52.557,53.183,54.026,54.74,55.347,56.093,56.647,57.733,58.468,59.311,60.008,60.81,61.661,62.579,63.546,64.071,60.85,64.19,67.385,
New Caledonia,NCL,"Life expectancy at birth, total (years)",70.143,70.504,70.897,71.314,71.75,72.204,72.677,73.141,73.574,73.958,74.278,74.5,74.713,74.867,75.016,75.181,75.398,75.676,75.992,76.315,76.615,76.867,77.053,77.206,77.359,77.504,77.557,77.262,77.049,77.113,77.698,78.766,
Niger,NER,"Life expectancy at birth, total (years)",43.064,43.838,44.586,45.504,46.313,47.097,47.807,48.48,49.172,49.872,50.645,51.545,52.402,53.32,54.223,55.063,55.852,56.487,57.08,57.6,57.987,58.364,58.693,58.85,59.228,59.524,59.765,60.031,59.89,59.542,60.398,61.183,
Nigeria,NGA,"Life expectancy at birth, total (years)",45.587,45.783,45.748,45.87,45.833,45.96,46.148,46.609,47.143,47.549,48.02,48.618,49.148,49.538,49.876,50.381,50.748,51.08,51.315,51.49,51.688,51.827,51.94,51.939,52.189,52.397,52.669,53.009,53.072,53.455,54.079,54.462,
Nicaragua,NIC,"Life expectancy at birth, total (years)",63.672,64.093,64.549,64.869,65.215,65.523,64.111,65.892,66.36,67.028,67.95,68.749,69.51,70.374,70.958,71.197,71.404,71.499,71.761,72.033,72.435,72.551,72.792,72.899,73.18,73.389,73.879,73.764,70.766,70.478,74.463,74.947,
Netherlands,NLD,"Life expectancy at birth, total (years)",77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.35853659,81.3097561,81.61463415,81.91463415,
Norway,NOR,"Life expectancy at birth, total (years)",77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561,83.16341463,82.5097561,83.11219512,
Nepal,NPL,"Life expectancy at birth, total (years)",56.686,57.597,58.631,59.323,60.044,60.823,61.532,62.035,62.642,63.288,63.507,64.229,64.744,65.275,65.891,66.169,66.442,66.6,66.772,67.123,67.364,67.598,67.812,67.374,68.444,68.74,69.036,69.299,69.106,68.385,70.087,70.354,
Nauru,NRU,"Life expectancy at birth, total (years)",59.518,59.761,59.954,60.063,60.07,59.985,59.86,59.701,59.574,59.482,59.427,59.359,59.346,59.361,59.409,59.49,59.675,59.852,60.074,60.287,60.533,60.701,60.834,60.897,60.996,61.101,61.238,61.393,61.527,61.331,61.93,62.109,
New Zealand,NZL,"Life expectancy at birth, total (years)",76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756,82.25609756,82.20731707,81.95853659,83.00487805,
OECD members,OED,"Life expectancy at birth, total (years)",74.98031496,75.08295742,75.37160559,75.47229038,75.84752073,76.17918589,76.38492657,76.49444035,76.8195166,77.12074661,77.28336069,77.42603555,77.82614059,77.95398715,78.25013523,78.47294548,78.61463324,78.86705896,79.04730085,79.26859387,79.42988598,79.62492762,79.8766519,79.76194769,79.89142269,79.93105837,80.02817111,80.24507772,78.95804796,78.58862176,79.52156846,80.1615573,
Oman,OMN,"Life expectancy at birth, total (years)",70.114,70.608,71.072,71.56,72.023,72.463,72.882,73.276,73.643,73.979,74.276,74.521,74.82,75.07,75.354,75.596,76.124,76.631,77.184,77.74,78.187,78.633,79.03,79.346,79.581,79.748,79.864,79.946,77.763,75.969,77.911,80.031,
Other small states,OSS,"Life expectancy at birth, total (years)",64.98856543,64.9694843,64.75562857,64.84492971,65.19704631,65.19463857,65.02521574,65.10530652,66.43853654,66.61294993,66.81059934,67.00730813,67.2249688,67.55748405,67.83109579,68.16999016,68.5798273,69.06870042,69.56652484,69.93734369,70.39203181,70.80407901,71.09981622,71.47958306,71.77456905,72.12376582,72.42178504,72.65701164,72.50970978,71.76997193,72.90492487,73.56469451,
Pakistan,PAK,"Life expectancy at birth, total (years)",59.983,60.083,60.197,60.273,60.466,60.623,61.134,61.54,61.903,62.241,62.556,62.834,63.097,62.416,63.624,63.807,64.002,64.206,64.378,64.659,64.883,65.129,65.374,65.641,65.943,66.223,66.481,66.729,65.701,65.773,67.417,67.649,
Panama,PAN,"Life expectancy at birth, total (years)",71.461,71.805,71.943,71.994,72.199,72.541,72.785,73.124,73.443,73.82,74.195,74.567,74.845,75.16,75.429,75.675,75.937,76.228,76.417,76.659,76.877,77.129,77.365,77.583,77.772,77.901,78.266,78.514,76.33,77.004,79.324,79.594,
Peru,PER,"Life expectancy at birth, total (years)",65.031,65.732,66.544,67.22,67.85,68.324,68.724,69.302,69.821,70.315,70.815,71.278,71.447,71.988,72.337,72.746,72.743,72.631,72.886,73.327,73.979,74.591,75.26,75.732,75.951,75.958,76.018,76.275,73.832,71.596,76.834,77.74,
Philippines,PHL,"Life expectancy at birth, total (years)",65.353,65.661,66,66.311,66.691,66.994,67.212,67.503,67.789,67.829,67.886,68.049,68.301,68.423,68.172,68.549,68.643,68.631,68.883,69.096,69.237,69.283,69.311,69.45,69.49,69.966,69.761,69.68,70.097,66.675,69.472,69.833,
Palau,PLW,"Life expectancy at birth, total (years)",62.926,62.98,63.104,63.255,63.455,63.707,63.951,64.23,64.499,64.8,65.076,65.446,65.816,66.219,66.633,67.113,67.562,67.99,68.347,68.638,68.863,68.981,69.062,69.07,69.046,69.019,68.989,68.982,68.689,68.563,68.922,69.269,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",60.26,60.466,60.726,60.929,61.071,61.27,60.435,61.505,61.609,61.647,61.643,61.741,61.795,61.868,62.018,62.211,62.511,62.772,63.056,63.382,63.639,63.927,64.198,64.473,64.7,64.923,65.114,65.331,65.075,64.358,65.274,66.134,
Poland,POL,"Life expectancy at birth, total (years)",71.0902439,71.59512195,71.69512195,71.89268293,72.24634146,72.64634146,72.99756098,73.04390244,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.4,75.35121951,77.15609756,78.50731707,
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",49.02614591,49.58035579,50.01685696,50.1315595,50.15568832,50.40420124,50.32914153,51.03872241,51.75154783,52.25215724,52.74239739,53.29390358,53.80001826,54.36598438,54.97192473,55.55076813,56.1357406,56.50933908,57.12199836,57.31185332,58.01534624,58.45036312,58.60865882,58.9362665,59.23635624,59.54023507,60.20747248,60.5568009,60.501207,60.27525051,61.383288,62.16362989,
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",73.387,73.309,73.622,73.571,73.995,74.674,74.556,75.278,75.514,75.972,76.819,76.941,76.913,76.703,77.561,77.659,78.111,78.377,78.717,78.766,79.258,80.318,80.039,80.677,80.355,79.07,81.086,81.438,80.009,79.77,79.427,81.69,
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",71.009,70.794,70.472,60.766,60.82,60.869,60.887,60.91,60.911,60.893,60.877,69.399,69.294,69.168,69.061,69.021,69.303,69.702,70.246,70.772,71.317,71.867,72.451,72.825,72.971,73.034,73.02,72.928,72.783,73.437,73.641,73.642,
Portugal,PRT,"Life expectancy at birth, total (years)",74.31219512,74.51219512,74.91463415,75.31219512,75.26097561,75.41219512,75.71219512,75.96341463,76.31463415,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,81.32926829,81.37804878,81.63170732,82.2804878,
Paraguay,PRY,"Life expectancy at birth, total (years)",67.961,68.234,68.504,68.778,69.05,69.284,69.507,69.774,70.026,70.281,70.539,70.795,71.054,71.317,71.584,71.817,72.047,72.282,72.551,72.787,73.105,73.292,73.415,73.454,73.487,73.45,73.627,73.668,72.72,68.108,72.319,73.844,
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",68.478,68.759,69.328,69.583,69.982,70.328,70.564,70.789,70.298,69.75,70.88,70.967,71.094,72.004,71.831,72.064,72.204,72.306,73.302,73.557,73.722,74.14,72.781,74.577,74.917,75.216,75.38,75.811,74.998,73.89,76.662,65.17,
Pacific island small states,PSS,"Life expectancy at birth, total (years)",65.81843077,65.98092056,66.21750387,66.39627642,66.55802958,66.68072081,66.87650666,66.99900176,66.89148328,67.01672433,66.75848246,66.95992975,67.10381696,67.23327941,67.35770491,67.36683795,67.5747311,67.4527929,67.90591719,68.02228102,67.66605323,68.00546256,68.03761321,68.1166096,68.28565086,68.5192875,68.58258879,68.64215783,68.35681088,67.48102092,69.1004349,69.2745949,
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",75.71661503,75.72315208,76.03124067,76.07346298,76.43654912,76.77555522,76.96984523,77.0927352,77.35137565,77.63406986,77.77184259,77.887348,78.30706903,78.41088426,78.72914981,78.98051733,79.14562406,79.46840415,79.67854055,79.94438247,80.08871097,80.27344157,80.53904546,80.44009973,80.61124115,80.66505538,80.74428266,80.97009334,80.06591407,79.79558155,80.19785321,80.82283464,
French Polynesia,PYF,"Life expectancy at birth, total (years)",74.746,75.191,75.65,76.243,76.813,77.38,77.842,78.574,79,79.316,79.544,79.71,79.829,79.951,80.1,80.328,80.587,80.867,81.141,81.434,81.695,81.935,82.151,82.339,82.555,82.774,82.985,83.195,82.459,79.571,83.859,84.07,
Qatar,QAT,"Life expectancy at birth, total (years)",73.876,74.071,74.245,74.404,74.558,74.713,74.872,75.048,75.25,75.486,75.766,76.097,76.484,76.909,77.323,77.741,78.262,78.837,79.444,79.994,80.499,80.974,81.395,81.785,82.147,82.458,82.714,82.945,80.409,81.083,81.857,82.368,
Romania,ROU,"Life expectancy at birth, total (years)",69.78439024,69.56341463,69.5097561,69.45609756,69.10487805,69.00487805,69.80731707,70.51219512,71.16341463,71.16097561,71.0097561,71.3097561,71.56097561,71.91219512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.2097561,75.35853659,75.60731707,74.25365854,72.8097561,75.15365854,76.60731707,
Russian Federation,RUS,"Life expectancy at birth, total (years)",66.87317073,64.93585366,64.46707317,64.69073171,65.85414634,66.69878049,67.0297561,65.98219512,65.48365854,65.38341463,65.12878049,65.02756098,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,69.9002439,72.54560976,73.25463415,
Rwanda,RWA,"Life expectancy at birth, total (years)",44.397,42.937,12.158,41.518,42.486,41.978,43.099,45.749,47.798,49.49,51.262,53.529,55.52,56.968,58.342,59.504,60.641,61.813,62.804,63.476,64.189,64.651,65.088,65.419,65.733,66.14,66.354,66.691,66.953,66.85,67.528,67.785,
South Asia,SAS,"Life expectancy at birth, total (years)",59.23932309,59.63991723,60.07843598,60.48705444,60.9188483,61.36821341,61.82154192,62.29462754,62.80363052,63.26211064,63.7751981,64.24083033,64.59116107,65.13159664,65.56910202,65.98902297,66.43141164,66.84109705,67.35250684,67.81083948,68.26296153,68.68532883,69.12085635,69.51103341,69.91847071,70.29047234,70.6523574,70.99756231,70.3622207,67.82152998,72.01157313,72.32476488,
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",69.799,70.208,70.587,70.944,71.288,71.624,71.957,72.29,72.607,72.951,73.296,73.657,74.027,74.4,74.762,75.066,75.301,75.447,75.616,75.808,76.09,76.517,77.116,77.776,78.354,78.721,78.75,78.313,77.596,77.089,77.31,78.732,
Sudan,SDN,"Life expectancy at birth, total (years)",55.952,56.102,57.022,57.447,57.638,58.058,58.308,58.607,58.946,59.264,59.308,58.319,56.773,57.226,60.4,61.442,61.261,62.676,62.979,63.181,63.427,63.443,63.99,64.375,64.677,65.146,65.501,65.803,65.124,64.46,65.695,66.331,
Senegal,SEN,"Life expectancy at birth, total (years)",57.287,57.348,57.479,57.336,57.129,57.107,57.076,57.315,57.615,58.158,58.912,59.474,60.308,60.98,61.801,62.653,63.201,63.751,64.221,64.799,65.229,65.638,66.001,66.451,66.724,67.059,67.379,67.668,67.496,66.868,67.788,68.683,
Singapore,SGP,"Life expectancy at birth, total (years)",75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.29756098,83.59512195,83.54390244,83.09268293,82.89512195,82.89512195,
Solomon Islands,SLB,"Life expectancy at birth, total (years)",66.471,66.558,66.661,66.717,66.739,66.768,66.89,67.001,67.116,67.237,67.35,67.479,67.628,67.79,67.968,67.845,68.336,68.397,68.669,68.824,68.961,69.007,68.984,69.323,69.501,69.652,69.806,69.981,69.258,68.89,70.409,70.528,
Sierra Leone,SLE,"Life expectancy at birth, total (years)",43.451,43.428,42.808,42.579,43.528,43.649,42.714,41.962,44.834,45.448,46.174,46.784,47.485,48.306,49.547,50.024,50.693,51.312,51.927,52.594,53.159,54.051,54.281,55.454,56.937,57.761,59.059,59.593,59.694,60.26,61.275,61.786,
El Salvador,SLV,"Life expectancy at birth, total (years)",62.944,63.998,64.47,64.903,65.48,66.248,66.655,67.285,67.711,67.965,68.526,68.792,69.295,69.336,69.612,69.82,70.138,70.359,70.909,71.192,71.42,71.225,71.144,70.952,70.908,71.007,71.384,71.725,70.244,69.941,71.969,72.099,
San Marino,SMR,"Life expectancy at birth, total (years)",78.133,78.373,78.67,79.031,79.332,79.677,79.918,80.2,80.504,80.803,81.061,81.33,81.592,81.926,82.258,82.605,82.894,83.224,83.464,83.713,83.943,84.175,84.394,84.596,84.775,84.933,85.095,85.257,82.65,83.539,85.708,85.706,
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",25.034,50.551,50.303,50.65,50.524,50.278,50.755,50.611,50.747,50.829,50.82,50.721,50.685,50.894,50.915,50.885,51.456,52.101,48.9,32.453,49.138,54.016,54.442,55.056,55.283,52.19,54.767,57.249,57.095,55.703,53.931,58.816,
Serbia,SRB,"Life expectancy at birth, total (years)",71.56882927,71.79468293,72.20402439,72.61573171,72.79485366,72.82809756,72.19487805,69.92714634,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.47804878,72.7804878,75.23658537,76.22097561,
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",50.17081622,50.44252763,50.34932382,50.74160177,50.63718142,50.77401981,50.6481617,51.17060088,51.72651756,52.04611936,52.38513237,52.81959337,53.30081706,53.83850601,54.49711534,55.11505278,55.6778747,56.10204328,56.81227329,57.1199263,57.86372756,58.32811022,58.53969636,58.92445694,59.31994339,59.63671159,60.25826104,60.60659129,60.62222943,60.17747465,61.2833536,62.06547988,
South Sudan,SSD,"Life expectancy at birth, total (years)",21.938,22.263,44.858,31.51,32.124,33.068,19.048,44.537,47.591,48.55,49.394,52.324,53.052,53.965,54.653,55.425,56.28,56.848,57.485,57.674,58.241,58.285,45.625,39.757,36.72,35.351,51.905,58.129,57.648,57.047,57.203,57.617,
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",49.90101906,50.18223755,50.11989552,50.49489519,50.45143605,50.62381375,50.56604778,51.00716292,51.64524456,51.98718524,52.35739431,52.82737581,53.34646131,53.89326974,54.59012583,55.26332456,55.88731425,56.36796304,57.10706045,57.47344184,58.22811901,58.71796043,58.98557239,59.39872147,59.8121002,60.15840153,60.76672751,61.12932184,61.16752708,60.70343637,61.85717959,62.60291349,
Small states,SST,"Life expectancy at birth, total (years)",65.68629946,65.72668803,65.6344676,65.72245031,65.97902802,66.01878175,65.99793181,66.12450214,66.98810184,67.17513971,67.32053304,67.5137797,67.73446458,68.01842202,68.2773677,68.57611184,68.92081923,69.27067975,69.69331189,70.00143757,70.27259592,70.61569802,70.85361544,71.1242805,71.37598503,71.65561941,71.86407356,72.00096073,71.82555528,70.77568259,72.37946786,72.90071976,
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",60.706,60.618,60.552,60.536,60.576,60.648,60.785,60.976,61.207,61.5,61.826,62.158,62.56,62.434,63.041,63.336,63.448,63.669,63.867,64.122,64.505,64.93,65.478,66.023,66.563,67.074,67.602,68.043,67.979,68.026,69.237,69.718,
Suriname,SUR,"Life expectancy at birth, total (years)",62.246,62.382,62.542,62.779,63.079,63.385,63.706,64.035,64.409,64.82,65.274,65.778,66.362,66.997,67.643,68.307,68.873,69.323,69.626,69.82,69.957,70.11,70.33,70.567,70.979,71.247,71.468,71.773,72.321,68.943,73.254,73.631,
Slovak Republic,SVK,"Life expectancy at birth, total (years)",71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.61463415,76.96585366,78.01707317,
Slovenia,SVN,"Life expectancy at birth, total (years)",73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.67560976,81.28292683,81.97804878,
Sweden,SWE,"Life expectancy at birth, total (years)",77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.05609756,83.05853659,83.3097561,
Eswatini,SWZ,"Life expectancy at birth, total (years)",59.284,58.092,56.643,55.08,53.296,51.699,50.066,48.808,47.627,46.344,45.38,44.632,43.906,43.958,44.563,45.16,45.853,46.913,48.331,49.057,50.714,52.11,53.491,54.941,56.228,57.574,58.707,59.85,59.862,58.228,63.028,64.123,
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",72.402,72.462,72.597,72.849,73.188,73.551,73.9,74.222,74.409,74.525,74.585,74.588,74.618,74.681,74.779,74.812,74.852,74.796,74.821,74.868,75.125,75.391,75.735,75.899,75.952,75.455,75.693,75.68,75.002,74.505,76.18,76.371,
Seychelles,SYC,"Life expectancy at birth, total (years)",71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,73.70243902,74.95853659,
