country_noc,Inflation_Rate,Population,Labour_Force_Female,Unemployment_Rate,Government_Spending,GDP_per_capita,V10,contraceptive_percent_married,elec_access_percent,elec_kwh_per_capita,energy_oil_equiv_kg_per_capita,gross_cap_form_gdp,gross_cap_form_usd,gross_fixed_cap_form_gdp,gross_fixed_cap_form_usd,internet_access_percent,mil_expenditure_percent,mil_expenditure_usd,mobile_sub_per100,pol_stability_estimate,pol_stability_std,poverty_3dollar_ppp,poverty_multidim_undp,revenue_of_GDP.,social_contrib_percent,tax_revenue_gdp,urban_growth,life_expectancy_total_years,literacy_rate_adult_total_pct,overweight_prevalence_adults_pct,uis_mean_schooling_male_25plus,year,Inflation_Rate_lag1,Population_lag1,Labour_Force_Female_lag1,Unemployment_Rate_lag1,Government_Spending_lag1,GDP_per_capita_lag1,V10_lag1,contraceptive_percent_married_lag1,elec_access_percent_lag1,elec_kwh_per_capita_lag1,energy_oil_equiv_kg_per_capita_lag1,gross_cap_form_gdp_lag1,gross_cap_form_usd_lag1,gross_fixed_cap_form_gdp_lag1,gross_fixed_cap_form_usd_lag1,internet_access_percent_lag1,mil_expenditure_percent_lag1,mil_expenditure_usd_lag1,mobile_sub_per100_lag1,pol_stability_estimate_lag1,pol_stability_std_lag1,poverty_3dollar_ppp_lag1,poverty_multidim_undp_lag1,revenue_of_GDP._lag1,social_contrib_percent_lag1,tax_revenue_gdp_lag1,urban_growth_lag1,life_expectancy_total_years_lag1,literacy_rate_adult_total_pct_lag1,overweight_prevalence_adults_pct_lag1,uis_mean_schooling_male_25plus_lag1,Inflation_Rate_lag2,Population_lag2,Labour_Force_Female_lag2,Unemployment_Rate_lag2,Government_Spending_lag2,GDP_per_capita_lag2,V10_lag2,contraceptive_percent_married_lag2,elec_access_percent_lag2,elec_kwh_per_capita_lag2,energy_oil_equiv_kg_per_capita_lag2,gross_cap_form_gdp_lag2,gross_cap_form_usd_lag2,gross_fixed_cap_form_gdp_lag2,gross_fixed_cap_form_usd_lag2,internet_access_percent_lag2,mil_expenditure_percent_lag2,mil_expenditure_usd_lag2,mobile_sub_per100_lag2,pol_stability_estimate_lag2,pol_stability_std_lag2,poverty_3dollar_ppp_lag2,poverty_multidim_undp_lag2,revenue_of_GDP._lag2,social_contrib_percent_lag2,tax_revenue_gdp_lag2,urban_growth_lag2,life_expectancy_total_years_lag2,literacy_rate_adult_total_pct_lag2,overweight_prevalence_adults_pct_lag2,uis_mean_schooling_male_25plus_lag2,Inflation_Rate_lag3,Population_lag3,Labour_Force_Female_lag3,Unemployment_Rate_lag3,Government_Spending_lag3,GDP_per_capita_lag3,V10_lag3,contraceptive_percent_married_lag3,elec_access_percent_lag3,elec_kwh_per_capita_lag3,energy_oil_equiv_kg_per_capita_lag3,gross_cap_form_gdp_lag3,gross_cap_form_usd_lag3,gross_fixed_cap_form_gdp_lag3,gross_fixed_cap_form_usd_lag3,internet_access_percent_lag3,mil_expenditure_percent_lag3,mil_expenditure_usd_lag3,mobile_sub_per100_lag3,pol_stability_estimate_lag3,pol_stability_std_lag3,poverty_3dollar_ppp_lag3,poverty_multidim_undp_lag3,revenue_of_GDP._lag3,social_contrib_percent_lag3,tax_revenue_gdp_lag3,urban_growth_lag3,life_expectancy_total_years_lag3,literacy_rate_adult_total_pct_lag3,overweight_prevalence_adults_pct_lag3,uis_mean_schooling_male_25plus_lag3,Inflation_Rate_lag4,Population_lag4,Labour_Force_Female_lag4,Unemployment_Rate_lag4,Government_Spending_lag4,GDP_per_capita_lag4,V10_lag4,contraceptive_percent_married_lag4,elec_access_percent_lag4,elec_kwh_per_capita_lag4,energy_oil_equiv_kg_per_capita_lag4,gross_cap_form_gdp_lag4,gross_cap_form_usd_lag4,gross_fixed_cap_form_gdp_lag4,gross_fixed_cap_form_usd_lag4,internet_access_percent_lag4,mil_expenditure_percent_lag4,mil_expenditure_usd_lag4,mobile_sub_per100_lag4,pol_stability_estimate_lag4,pol_stability_std_lag4,poverty_3dollar_ppp_lag4,poverty_multidim_undp_lag4,revenue_of_GDP._lag4,social_contrib_percent_lag4,tax_revenue_gdp_lag4,urban_growth_lag4,life_expectancy_total_years_lag4,literacy_rate_adult_total_pct_lag4,overweight_prevalence_adults_pct_lag4,uis_mean_schooling_male_25plus_lag4,gold,silver,bronze,total
AFG,,15384694,,7.8845,,,,,,,,,,,,,,,0,,,,,,,,8.72887597925,50.1655,,12.4075,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
AFG,,17382996.75,,7.84225,,,,,,,,,,,,,,,0,-2.417309523,0.474807203,,,,,,5.69043670925,52.2785,,13.895,,1998,,15384694,,7.8845,,,,,,,,,,,,,,,0,,,,,,,,8.72887597925,50.1655,,12.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
AFG,,18815784.5,,7.88075,,,,,,,,,,,,,,,0,-2.4223320485,0.45501405,,,,,,4.24073100775,53.26525,,15.555,,2000,,17382996.75,,7.84225,,,,,,,,,,,,,,,0,-2.417309523,0.474807203,,,,,,5.69043670925,52.2785,,13.895,,,15384694,,7.8845,,,,,,,,,,,,,,,0,,,,,,,,8.72887597925,50.1655,,12.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
AFG,,19865603.75,,7.92025,,156.81890655314,,5.3,6.85,,,,,,,0.00472257,,,0,-2.4331617355,0.444563478,,,,,,2.7806389155,54.38375,,17.3925,,2002,,18815784.5,,7.88075,,,,,,,,,,,,,,,0,-2.4223320485,0.45501405,,,,,,4.24073100775,53.26525,,15.555,,,17382996.75,,7.84225,,,,,,,,,,,,,,,0,-2.417309523,0.474807203,,,,,,5.69043670925,52.2785,,13.895,,,15384694,,7.8845,,,,,,,,,,,,,,,0,,,,,,,,8.72887597925,50.1655,,12.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
AFG,,21131450,,7.9245,,172.86575430356,,7.8,11.7,,,,,,,0.0323917566666667,,,0.2491795,-2.224124988,0.413281709,,,,,,3.7567176075,55.978,,19.4075,,2004,,19865603.75,,7.92025,,156.81890655314,,5.3,6.85,,,,,,,0.00472257,,,0,-2.4331617355,0.444563478,,,,,,2.7806389155,54.38375,,17.3925,,,18815784.5,,7.88075,,,,,,,,,,,,,,,0,-2.4223320485,0.45501405,,,,,,4.24073100775,53.26525,,15.555,,,17382996.75,,7.84225,,,,,,,,,,,,,,,0,-2.417309523,0.474807203,,,,,,5.69043670925,52.2785,,13.895,,,15384694,,7.8845,,,,,,,,,,,,,,,0,,,,,,,,8.72887597925,50.1655,,12.4075,,0,0,0,0
AFG,,23019096.75,,7.8985,,213.443276782578,,11.95,21.4,,,,,,,0.355602925,2.211659743,123919375.3,2.115112,-2.14914953725,0.34846735,,,,,,5.2181235935,57.36325,,21.6,,2006,,21131450,,7.9245,,172.86575430356,,7.8,11.7,,,,,,,0.0323917566666667,,,0.2491795,-2.224124988,0.413281709,,,,,,3.7567176075,55.978,,19.4075,,,19865603.75,,7.92025,,156.81890655314,,5.3,6.85,,,,,,,0.00472257,,,0,-2.4331617355,0.444563478,,,,,,2.7806389155,54.38375,,17.3925,,,18815784.5,,7.88075,,,,,,,,,,,,,,,0,-2.4223320485,0.45501405,,,,,,4.24073100775,53.26525,,15.555,,,17382996.75,,7.84225,,,,,,,,,,,,,,,0,-2.417309523,0.474807203,,,,,,5.69043670925,52.2785,,13.895,,0,0,0,0
AFG,7.73258366757531,24824791.75,,7.87875,,281.59740214695,,16.1,31.1,,,,,,,1.33426975,2.2214552085,149691299.05,8.8484325,-2.24892503025,0.30136395975,,,7.988362375,0.3010551205,6.1255270895,4.10595687375,58.3915,,23.96,,2008,,23019096.75,,7.8985,,213.443276782578,,11.95,21.4,,,,,,,0.355602925,2.211659743,123919375.3,2.115112,-2.14914953725,0.34846735,,,,,,5.2181235935,57.36325,,21.6,,,21131450,,7.9245,,172.86575430356,,7.8,11.7,,,,,,,0.0323917566666667,,,0.2491795,-2.224124988,0.413281709,,,,,,3.7567176075,55.978,,19.4075,,,19865603.75,,7.92025,,156.81890655314,,5.3,6.85,,,,,,,0.00472257,,,0,-2.4331617355,0.444563478,,,,,,2.7806389155,54.38375,,17.3925,,,18815784.5,,7.88075,,,,,,,,,,,,,,,0,-2.4223320485,0.45501405,,,,,,4.24073100775,53.26525,,15.555,,0,0,1,1
AFG,8.76816760022627,26320667.25,43.79,7.84075,,371.057162267734,,20.7,40.65,,,,,,,2.34928,2.22136490075,210832138.75,23.996425,-2.50882261975,0.3000877945,,,8.6511282605,0.24614292575,6.7051943675,3.846908198,59.36625,,26.475,,2010,7.73258366757531,24824791.75,,7.87875,,281.59740214695,,16.1,31.1,,,,,,,1.33426975,2.2214552085,149691299.05,8.8484325,-2.24892503025,0.30136395975,,,7.988362375,0.3010551205,6.1255270895,4.10595687375,58.3915,,23.96,,,23019096.75,,7.8985,,213.443276782578,,11.95,21.4,,,,,,,0.355602925,2.211659743,123919375.3,2.115112,-2.14914953725,0.34846735,,,,,,5.2181235935,57.36325,,21.6,,,21131450,,7.9245,,172.86575430356,,7.8,11.7,,,,,,,0.0323917566666667,,,0.2491795,-2.224124988,0.413281709,,,,,,3.7567176075,55.978,,19.4075,,,19865603.75,,7.92025,,156.81890655314,,5.3,6.85,,,,,,,0.00472257,,,0,-2.4331617355,0.444563478,,,,,,2.7806389155,54.38375,,17.3925,,0,0,0,0
AFG,8.39755659964039,27895130,43.79,7.79225,,500.275781326589,,21.9465033233333,44.15,,,,,,,3.5975,2.04753485075,279089040.475,37.7974,-2.62099850175,0.28969495725,,,10.307474543,0.24916564075,8.1640673015,4.00201878975,60.477,31.45000076,29.1375,,2012,8.76816760022627,26320667.25,43.79,7.84075,,371.057162267734,,20.7,40.65,,,,,,,2.34928,2.22136490075,210832138.75,23.996425,-2.50882261975,0.3000877945,,,8.6511282605,0.24614292575,6.7051943675,3.846908198,59.36625,,26.475,,7.73258366757531,24824791.75,,7.87875,,281.59740214695,,16.1,31.1,,,,,,,1.33426975,2.2214552085,149691299.05,8.8484325,-2.24892503025,0.30136395975,,,7.988362375,0.3010551205,6.1255270895,4.10595687375,58.3915,,23.96,,,23019096.75,,7.8985,,213.443276782578,,11.95,21.4,,,,,,,0.355602925,2.211659743,123919375.3,2.115112,-2.14914953725,0.34846735,,,,,,5.2181235935,57.36325,,21.6,,,21131450,,7.9245,,172.86575430356,,7.8,11.7,,,,,,,0.0323917566666667,,,0.2491795,-2.224124988,0.413281709,,,,,,3.7567176075,55.978,,19.4075,,0,0,1,1
AFG,6.95242698153171,29953633.75,16.015,7.83075,,613.955103847004,,21.519754985,55.75,,,,,,,5.0886375,1.504886759,269932886.25,46.6199,-2.504780531,0.26139423625,,,10.552085963,0.380654819,8.229279952,4.4051908705,61.46875,31.45000076,31.955,,2014,8.39755659964039,27895130,43.79,7.79225,,500.275781326589,,21.9465033233333,44.15,,,,,,,3.5975,2.04753485075,279089040.475,37.7974,-2.62099850175,0.28969495725,,,10.307474543,0.24916564075,8.1640673015,4.00201878975,60.477,31.45000076,29.1375,,8.76816760022627,26320667.25,43.79,7.84075,,371.057162267734,,20.7,40.65,,,,,,,2.34928,2.22136490075,210832138.75,23.996425,-2.50882261975,0.3000877945,,,8.6511282605,0.24614292575,6.7051943675,3.846908198,59.36625,,26.475,,7.73258366757531,24824791.75,,7.87875,,281.59740214695,,16.1,31.1,,,,,,,1.33426975,2.2214552085,149691299.05,8.8484325,-2.24892503025,0.30136395975,,,7.988362375,0.3010551205,6.1255270895,4.10595687375,58.3915,,23.96,,,23019096.75,,7.8985,,213.443276782578,,11.95,21.4,,,,,,,0.355602925,2.211659743,123919375.3,2.115112,-2.14914953725,0.34846735,,,,,,5.2181235935,57.36325,,21.6,,0,0,0,0
AFG,4.45981786599235,32201756.25,20.8995,8.18825,,619.782226452458,,22.5,74.525,,,,,,,6.6536375,1.13623864725,230883347.25,54.433475,-2.4779010415,0.22798684975,,,9.58777066175,0.51599365525,7.32451479175,4.431635977,62.11325,33.75,34.9425,,2016,6.95242698153171,29953633.75,16.015,7.83075,,613.955103847004,,21.519754985,55.75,,,,,,,5.0886375,1.504886759,269932886.25,46.6199,-2.504780531,0.26139423625,,,10.552085963,0.380654819,8.229279952,4.4051908705,61.46875,31.45000076,31.955,,8.39755659964039,27895130,43.79,7.79225,,500.275781326589,,21.9465033233333,44.15,,,,,,,3.5975,2.04753485075,279089040.475,37.7974,-2.62099850175,0.28969495725,,,10.307474543,0.24916564075,8.1640673015,4.00201878975,60.477,31.45000076,29.1375,,8.76816760022627,26320667.25,43.79,7.84075,,371.057162267734,,20.7,40.65,,,,,,,2.34928,2.22136490075,210832138.75,23.996425,-2.50882261975,0.3000877945,,,8.6511282605,0.24614292575,6.7051943675,3.846908198,59.36625,,26.475,,7.73258366757531,24824791.75,,7.87875,,281.59740214695,,16.1,31.1,,,,,,,1.33426975,2.2214552085,149691299.05,8.8484325,-2.24892503025,0.30136395975,,,7.988362375,0.3010551205,6.1255270895,4.10595687375,58.3915,,23.96,,0,0,0,0
AFG,3.3430325828318,34253458.5,23.4775,9.571,,559.544164674551,,22.5,89.1,,,,,,,9.94,1.0486469105,211260329.95,60.923575,-2.60770630825,0.21643897125,,,11.11553019875,0.60076575875,8.4671472385,3.9078872745,62.3955,33.75,38.0925,,2018,4.45981786599235,32201756.25,20.8995,8.18825,,619.782226452458,,22.5,74.525,,,,,,,6.6536375,1.13623864725,230883347.25,54.433475,-2.4779010415,0.22798684975,,,9.58777066175,0.51599365525,7.32451479175,4.431635977,62.11325,33.75,34.9425,,6.95242698153171,29953633.75,16.015,7.83075,,613.955103847004,,21.519754985,55.75,,,,,,,5.0886375,1.504886759,269932886.25,46.6199,-2.504780531,0.26139423625,,,10.552085963,0.380654819,8.229279952,4.4051908705,61.46875,31.45000076,31.955,,8.39755659964039,27895130,43.79,7.79225,,500.275781326589,,21.9465033233333,44.15,,,,,,,3.5975,2.04753485075,279089040.475,37.7974,-2.62099850175,0.28969495725,,,10.307474543,0.24916564075,8.1640673015,4.00201878975,60.477,31.45000076,29.1375,,8.76816760022627,26320667.25,43.79,7.84075,,371.057162267734,,20.7,40.65,,,,,,,2.34928,2.22136490075,210832138.75,23.996425,-2.50882261975,0.3000877945,,,8.6511282605,0.24614292575,6.7051943675,3.846908198,59.36625,,26.475,,0,0,0,0
AFG,3.07209128125368,36247176.75,21.171,10.9245,,508.872928029155,,,96.625,,,,,,,14.725,1.01992829475,200416598.9,62.191025,-2.715778172,0.2262164205,,,12.85863606,0.6237532945,9.70055184,3.750447756,62.609,,41.3325,,2020,3.3430325828318,34253458.5,23.4775,9.571,,559.544164674551,,22.5,89.1,,,,,,,9.94,1.0486469105,211260329.95,60.923575,-2.60770630825,0.21643897125,,,11.11553019875,0.60076575875,8.4671472385,3.9078872745,62.3955,33.75,38.0925,,4.45981786599235,32201756.25,20.8995,8.18825,,619.782226452458,,22.5,74.525,,,,,,,6.6536375,1.13623864725,230883347.25,54.433475,-2.4779010415,0.22798684975,,,9.58777066175,0.51599365525,7.32451479175,4.431635977,62.11325,33.75,34.9425,,6.95242698153171,29953633.75,16.015,7.83075,,613.955103847004,,21.519754985,55.75,,,,,,,5.0886375,1.504886759,269932886.25,46.6199,-2.504780531,0.26139423625,,,10.552085963,0.380654819,8.229279952,4.4051908705,61.46875,31.45000076,31.955,,8.39755659964039,27895130,43.79,7.79225,,500.275781326589,,21.9465033233333,44.15,,,,,,,3.5975,2.04753485075,279089040.475,37.7974,-2.62099850175,0.28969495725,,,10.307474543,0.24916564075,8.1640673015,4.00201878975,60.477,31.45000076,29.1375,,0,0,0,0
AFG,3.41590324685226,38417137.75,19.898,11.52125,3722057586.68839,463.805750780952,,,96.625,,,12.25,2074365624,12.221166,2068990207,16.9907,1.34112625525,245552178.8,58.54965,-2.6568445565,0.23653331025,,,,,,3.883099723,61.81375,36.62827755,44.57,,2022,3.07209128125368,36247176.75,21.171,10.9245,,508.872928029155,,,96.625,,,,,,,14.725,1.01992829475,200416598.9,62.191025,-2.715778172,0.2262164205,,,12.85863606,0.6237532945,9.70055184,3.750447756,62.609,,41.3325,,3.3430325828318,34253458.5,23.4775,9.571,,559.544164674551,,22.5,89.1,,,,,,,9.94,1.0486469105,211260329.95,60.923575,-2.60770630825,0.21643897125,,,11.11553019875,0.60076575875,8.4671472385,3.9078872745,62.3955,33.75,38.0925,,4.45981786599235,32201756.25,20.8995,8.18825,,619.782226452458,,22.5,74.525,,,,,,,6.6536375,1.13623864725,230883347.25,54.433475,-2.4779010415,0.22798684975,,,9.58777066175,0.51599365525,7.32451479175,4.431635977,62.11325,33.75,34.9425,,6.95242698153171,29953633.75,16.015,7.83075,,613.955103847004,,21.519754985,55.75,,,,,,,5.0886375,1.504886759,269932886.25,46.6199,-2.504780531,0.26139423625,,,10.552085963,0.380654819,8.229279952,4.4051908705,61.46875,31.45000076,31.955,,0,0,0,0
AFG,4.95062124677514,40275748.5,19.898,12.94875,3562468186.06454,409.575581246537,,,91.5,,,14.1231205975,2298193359,14.088595065,2292265856.25,17.11585,1.5933953915,278913871.45,56.6384,-2.562608421,0.23997809725,,64.9,,,,3.38931146975,63.38075,36.62827755,46.9766666666667,,2024,3.41590324685226,38417137.75,19.898,11.52125,3722057586.68839,463.805750780952,,,96.625,,,12.25,2074365624,12.221166,2068990207,16.9907,1.34112625525,245552178.8,58.54965,-2.6568445565,0.23653331025,,,,,,3.883099723,61.81375,36.62827755,44.57,,3.07209128125368,36247176.75,21.171,10.9245,,508.872928029155,,,96.625,,,,,,,14.725,1.01992829475,200416598.9,62.191025,-2.715778172,0.2262164205,,,12.85863606,0.6237532945,9.70055184,3.750447756,62.609,,41.3325,,3.3430325828318,34253458.5,23.4775,9.571,,559.544164674551,,22.5,89.1,,,,,,,9.94,1.0486469105,211260329.95,60.923575,-2.60770630825,0.21643897125,,,11.11553019875,0.60076575875,8.4671472385,3.9078872745,62.3955,33.75,38.0925,,4.45981786599235,32201756.25,20.8995,8.18825,,619.782226452458,,22.5,74.525,,,,,,,6.6536375,1.13623864725,230883347.25,54.433475,-2.4779010415,0.22798684975,,,9.58777066175,0.51599365525,7.32451479175,4.431635977,62.11325,33.75,34.9425,,0,0,0,0
ALB,,3217411.5,37.7533333333333,22.675,219780350.709369,516.467011356524,,,100,562.549963425,422.2519135,13.664132608,257913881.1575,15.429568398,309201429.0825,0.0112,3.1179363275,42851631.905,0,,,,,17.69398925,15.00196903,11.20221985,0.85046558,73.7,,50.6375,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ALB,,3177908.5,35.6266666666667,16.5605,279653277.271148,811.814576201937,,,100,714.80084945,422.701626325,19.05750123,492468146.25,21.5071116925,563400367.525,0.0306666666666667,1.8158792065,44023968.705,0.04293254425,-0.336625129,0.421715975,3,,15.81503586,17.6141799166667,9.907169584,0.81715264175,73.83875,,51.125,,1998,,3217411.5,37.7533333333333,22.675,219780350.709369,516.467011356524,,,100,562.549963425,422.2519135,13.664132608,257913881.1575,15.429568398,309201429.0825,0.0112,3.1179363275,42851631.905,0,,,,,17.69398925,15.00196903,11.20221985,0.85046558,73.7,,50.6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ALB,,3138405.5,40.46,17.91925,300592409.766354,909.260464959795,,,100,937.14128515,459.0542651,21.9918449,631721595.5,22.542005205,647956564.375,0.0568,1.28739076675,37990275.19,0.17202561475,-0.4403146655,0.4015746565,3,,17.47292755,16.75401264,10.9278299906667,0.78280313825,74.10525,,51.695,,2000,,3177908.5,35.6266666666667,16.5605,279653277.271148,811.814576201937,,,100,714.80084945,422.701626325,19.05750123,492468146.25,21.5071116925,563400367.525,0.0306666666666667,1.8158792065,44023968.705,0.04293254425,-0.336625129,0.421715975,3,,15.81503586,17.6141799166667,9.907169584,0.81715264175,73.83875,,51.125,,,3217411.5,37.7533333333333,22.675,219780350.709369,516.467011356524,,,100,562.549963425,422.2519135,13.664132608,257913881.1575,15.429568398,309201429.0825,0.0112,3.1179363275,42851631.905,0,,,,,17.69398925,15.00196903,11.20221985,0.85046558,73.7,,50.6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ALB,,3096627,43.9333333333333,19.6175,357148779.818943,1093.58928750719,,57.54509792,99.7,1237.607976625,545.849060475,29.832317025,1040391495.725,28.9457457325,1008400221,0.14657375,1.26077606925,43754200.3,3.4826238205,-0.5419968965,0.3888194115,,,22.66766432,12.4214672,14.26420107,0.74585504075,74.7085,98.70999908,52.3875,9.32291,2002,,3138405.5,40.46,17.91925,300592409.766354,909.260464959795,,,100,937.14128515,459.0542651,21.9918449,631721595.5,22.542005205,647956564.375,0.0568,1.28739076675,37990275.19,0.17202561475,-0.4403146655,0.4015746565,3,,17.47292755,16.75401264,10.9278299906667,0.78280313825,74.10525,,51.695,,,3177908.5,35.6266666666667,16.5605,279653277.271148,811.814576201937,,,100,714.80084945,422.701626325,19.05750123,492468146.25,21.5071116925,563400367.525,0.0306666666666667,1.8158792065,44023968.705,0.04293254425,-0.336625129,0.421715975,3,,15.81503586,17.6141799166667,9.907169584,0.81715264175,73.83875,,51.125,,,3217411.5,37.7533333333333,22.675,219780350.709369,516.467011356524,,,100,562.549963425,422.2519135,13.664132608,257913881.1575,15.429568398,309201429.0825,0.0112,3.1179363275,42851631.905,0,,,,,17.69398925,15.00196903,11.20221985,0.85046558,73.7,,50.6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
ALB,,3059956.5,40.25,18.11725,481819873.552156,1468.84371175432,,66.32254896,99.4,1462.07716675,622.5197247,36.8914121975,1661020818.5,35.366221115,1595825076.75,0.450469,1.30313225875,58346695.7025,18.96128075,-0.382496337333333,0.373198866666667,4.2,,23.27252534,16.745958865,16.25355347,1.42360108325,75.19125,98.70999908,53.2025,9.32291,2004,,3096627,43.9333333333333,19.6175,357148779.818943,1093.58928750719,,57.54509792,99.7,1237.607976625,545.849060475,29.832317025,1040391495.725,28.9457457325,1008400221,0.14657375,1.26077606925,43754200.3,3.4826238205,-0.5419968965,0.3888194115,,,22.66766432,12.4214672,14.26420107,0.74585504075,74.7085,98.70999908,52.3875,9.32291,,3138405.5,40.46,17.91925,300592409.766354,909.260464959795,,,100,937.14128515,459.0542651,21.9918449,631721595.5,22.542005205,647956564.375,0.0568,1.28739076675,37990275.19,0.17202561475,-0.4403146655,0.4015746565,3,,17.47292755,16.75401264,10.9278299906667,0.78280313825,74.10525,,51.695,,,3177908.5,35.6266666666667,16.5605,279653277.271148,811.814576201937,,,100,714.80084945,422.701626325,19.05750123,492468146.25,21.5071116925,563400367.525,0.0306666666666667,1.8158792065,44023968.705,0.04293254425,-0.336625129,0.421715975,3,,15.81503586,17.6141799166667,9.907169584,0.81715264175,73.83875,,51.125,,,3217411.5,37.7533333333333,22.675,219780350.709369,516.467011356524,,,100,562.549963425,422.2519135,13.664132608,257913881.1575,15.429568398,309201429.0825,0.0112,3.1179363275,42851631.905,0,,,,,17.69398925,15.00196903,11.20221985,0.85046558,73.7,,50.6375,,0,0,0,0
ALB,,3032263,32.7575,16.787,723059866.063286,2144.29217939247,,67.611343595,99.4,1641.75719875,687.0440965,37.5034501825,2433109060.75,37.207732445,2431963962.5,2.45656525,1.34701008275,86463861.34,38.20645,-0.3849517705,0.3349355085,3.45,,23.45337401,17.01541351,16.6446037033333,2.009927845,75.8085,,54.1075,,2006,,3059956.5,40.25,18.11725,481819873.552156,1468.84371175432,,66.32254896,99.4,1462.07716675,622.5197247,36.8914121975,1661020818.5,35.366221115,1595825076.75,0.450469,1.30313225875,58346695.7025,18.96128075,-0.382496337333333,0.373198866666667,4.2,,23.27252534,16.745958865,16.25355347,1.42360108325,75.19125,98.70999908,53.2025,9.32291,,3096627,43.9333333333333,19.6175,357148779.818943,1093.58928750719,,57.54509792,99.7,1237.607976625,545.849060475,29.832317025,1040391495.725,28.9457457325,1008400221,0.14657375,1.26077606925,43754200.3,3.4826238205,-0.5419968965,0.3888194115,,,22.66766432,12.4214672,14.26420107,0.74585504075,74.7085,98.70999908,52.3875,9.32291,,3138405.5,40.46,17.91925,300592409.766354,909.260464959795,,,100,937.14128515,459.0542651,21.9918449,631721595.5,22.542005205,647956564.375,0.0568,1.28739076675,37990275.19,0.17202561475,-0.4403146655,0.4015746565,3,,17.47292755,16.75401264,10.9278299906667,0.78280313825,74.10525,,51.695,,,3177908.5,35.6266666666667,16.5605,279653277.271148,811.814576201937,,,100,714.80084945,422.701626325,19.05750123,492468146.25,21.5071116925,563400367.525,0.0306666666666667,1.8158792065,44023968.705,0.04293254425,-0.336625129,0.421715975,3,,15.81503586,17.6141799166667,9.907169584,0.81715264175,73.83875,,51.125,,0,0,0,0
ALB,,3000247.5,29.65425,15.966,966058612.284676,2997.36468357919,,60.12268719,99.4,1487.770713,706.6348315,36.9310422025,3310561241.75,37.8606001675,3391265304.5,8.2775925,1.5299243365,136721855.25,57.45645,-0.41110990575,0.28820625675,2.7,,23.81507135,17.5543228,17.42670417,1.73816781525,76.76575,,55.0575,,2008,,3032263,32.7575,16.787,723059866.063286,2144.29217939247,,67.611343595,99.4,1641.75719875,687.0440965,37.5034501825,2433109060.75,37.207732445,2431963962.5,2.45656525,1.34701008275,86463861.34,38.20645,-0.3849517705,0.3349355085,3.45,,23.45337401,17.01541351,16.6446037033333,2.009927845,75.8085,,54.1075,,,3059956.5,40.25,18.11725,481819873.552156,1468.84371175432,,66.32254896,99.4,1462.07716675,622.5197247,36.8914121975,1661020818.5,35.366221115,1595825076.75,0.450469,1.30313225875,58346695.7025,18.96128075,-0.382496337333333,0.373198866666667,4.2,,23.27252534,16.745958865,16.25355347,1.42360108325,75.19125,98.70999908,53.2025,9.32291,,3096627,43.9333333333333,19.6175,357148779.818943,1093.58928750719,,57.54509792,99.7,1237.607976625,545.849060475,29.832317025,1040391495.725,28.9457457325,1008400221,0.14657375,1.26077606925,43754200.3,3.4826238205,-0.5419968965,0.3888194115,,,22.66766432,12.4214672,14.26420107,0.74585504075,74.7085,98.70999908,52.3875,9.32291,,3138405.5,40.46,17.91925,300592409.766354,909.260464959795,,,100,937.14128515,459.0542651,21.9918449,631721595.5,22.542005205,647956564.375,0.0568,1.28739076675,37990275.19,0.17202561475,-0.4403146655,0.4015746565,3,,17.47292755,16.75401264,10.9278299906667,0.78280313825,74.10525,,51.695,,0,0,0,0
