country_noc,Inflation_Rate,Population,Labour_Force_Female,Unemployment_Rate,Government_Spending,GDP_per_capita,V10,contraceptive_percent_married,elec_access_percent,elec_kwh_per_capita,energy_oil_equiv_kg_per_capita,gross_cap_form_gdp,gross_cap_form_usd,gross_fixed_cap_form_gdp,gross_fixed_cap_form_usd,internet_access_percent,mil_expenditure_percent,mil_expenditure_usd,mobile_sub_per100,pol_stability_estimate,pol_stability_std,poverty_3dollar_ppp,poverty_multidim_undp,revenue_of_GDP.,social_contrib_percent,tax_revenue_gdp,urban_growth,life_expectancy_total_years,literacy_rate_adult_total_pct,overweight_prevalence_adults_pct,uis_mean_schooling_male_25plus,year,Inflation_Rate_lag1,Population_lag1,Labour_Force_Female_lag1,Unemployment_Rate_lag1,Government_Spending_lag1,GDP_per_capita_lag1,V10_lag1,contraceptive_percent_married_lag1,elec_access_percent_lag1,elec_kwh_per_capita_lag1,energy_oil_equiv_kg_per_capita_lag1,gross_cap_form_gdp_lag1,gross_cap_form_usd_lag1,gross_fixed_cap_form_gdp_lag1,gross_fixed_cap_form_usd_lag1,internet_access_percent_lag1,mil_expenditure_percent_lag1,mil_expenditure_usd_lag1,mobile_sub_per100_lag1,pol_stability_estimate_lag1,pol_stability_std_lag1,poverty_3dollar_ppp_lag1,poverty_multidim_undp_lag1,revenue_of_GDP._lag1,social_contrib_percent_lag1,tax_revenue_gdp_lag1,urban_growth_lag1,life_expectancy_total_years_lag1,literacy_rate_adult_total_pct_lag1,overweight_prevalence_adults_pct_lag1,uis_mean_schooling_male_25plus_lag1,Inflation_Rate_lag2,Population_lag2,Labour_Force_Female_lag2,Unemployment_Rate_lag2,Government_Spending_lag2,GDP_per_capita_lag2,V10_lag2,contraceptive_percent_married_lag2,elec_access_percent_lag2,elec_kwh_per_capita_lag2,energy_oil_equiv_kg_per_capita_lag2,gross_cap_form_gdp_lag2,gross_cap_form_usd_lag2,gross_fixed_cap_form_gdp_lag2,gross_fixed_cap_form_usd_lag2,internet_access_percent_lag2,mil_expenditure_percent_lag2,mil_expenditure_usd_lag2,mobile_sub_per100_lag2,pol_stability_estimate_lag2,pol_stability_std_lag2,poverty_3dollar_ppp_lag2,poverty_multidim_undp_lag2,revenue_of_GDP._lag2,social_contrib_percent_lag2,tax_revenue_gdp_lag2,urban_growth_lag2,life_expectancy_total_years_lag2,literacy_rate_adult_total_pct_lag2,overweight_prevalence_adults_pct_lag2,uis_mean_schooling_male_25plus_lag2,Inflation_Rate_lag3,Population_lag3,Labour_Force_Female_lag3,Unemployment_Rate_lag3,Government_Spending_lag3,GDP_per_capita_lag3,V10_lag3,contraceptive_percent_married_lag3,elec_access_percent_lag3,elec_kwh_per_capita_lag3,energy_oil_equiv_kg_per_capita_lag3,gross_cap_form_gdp_lag3,gross_cap_form_usd_lag3,gross_fixed_cap_form_gdp_lag3,gross_fixed_cap_form_usd_lag3,internet_access_percent_lag3,mil_expenditure_percent_lag3,mil_expenditure_usd_lag3,mobile_sub_per100_lag3,pol_stability_estimate_lag3,pol_stability_std_lag3,poverty_3dollar_ppp_lag3,poverty_multidim_undp_lag3,revenue_of_GDP._lag3,social_contrib_percent_lag3,tax_revenue_gdp_lag3,urban_growth_lag3,life_expectancy_total_years_lag3,literacy_rate_adult_total_pct_lag3,overweight_prevalence_adults_pct_lag3,uis_mean_schooling_male_25plus_lag3,Inflation_Rate_lag4,Population_lag4,Labour_Force_Female_lag4,Unemployment_Rate_lag4,Government_Spending_lag4,GDP_per_capita_lag4,V10_lag4,contraceptive_percent_married_lag4,elec_access_percent_lag4,elec_kwh_per_capita_lag4,energy_oil_equiv_kg_per_capita_lag4,gross_cap_form_gdp_lag4,gross_cap_form_usd_lag4,gross_fixed_cap_form_gdp_lag4,gross_fixed_cap_form_usd_lag4,internet_access_percent_lag4,mil_expenditure_percent_lag4,mil_expenditure_usd_lag4,mobile_sub_per100_lag4,pol_stability_estimate_lag4,pol_stability_std_lag4,poverty_3dollar_ppp_lag4,poverty_multidim_undp_lag4,revenue_of_GDP._lag4,social_contrib_percent_lag4,tax_revenue_gdp_lag4,urban_growth_lag4,life_expectancy_total_years_lag4,literacy_rate_adult_total_pct_lag4,overweight_prevalence_adults_pct_lag4,uis_mean_schooling_male_25plus_lag4,gold,silver,bronze,total
BMU,,64242,,,882943750,112186.122699163,,,100,,,13.324775905,961833500,13.324775905,961833500,,,,105.106,1.0476875005,0.30195247375,,,,,,0.417241759,81.3595,,61.0375,,2022,,63741.25,,,856198000,112522.411153933,,,100,,,13.681281995,982572500,13.681281995,982572500,98.185,,,102.480666666667,1.03546798225,0.2842981295,,,,,,0.25201865825,80.84975,,59.845,12.12384,,63505,,,830672250,106725.93128918,,,100,,,12.638509045,858399000,12.638509045,858399000,97.8734,,,89.112325,0.95820494,0.2719219105,,,,,,0.00157292075000001,80.42475,,58.635,12.12384,,63553.25,,,859479500,101933.711068101,,,100,,,11.4736808375,743496500,11.4736808375,743496500,95.430725,,,111.207325,0.95656798775,0.289184138,,,,,,-0.10574164525,80.1,,57.405,,,63669.5,81,,896476250,101269.685521256,,,100,,,11.88327733,766620750,11.88327733,766620750,89.786325,,,143.238666666667,0.9566292465,0.328063674,,,,,,0.00353943325,79.732,,56.1225,10.37681,0,0,0,0
BMU,,64619.25,,,922421750,118490.001745634,,,100,,,12.2191591275,932871000,12.2191591275,932871000,,,,105.359666666667,1.01260817025,0.31114310025,,,,,,0.2294181695,81.893,,61.92,,2024,,64242,,,882943750,112186.122699163,,,100,,,13.324775905,961833500,13.324775905,961833500,,,,105.106,1.0476875005,0.30195247375,,,,,,0.417241759,81.3595,,61.0375,,,63741.25,,,856198000,112522.411153933,,,100,,,13.681281995,982572500,13.681281995,982572500,98.185,,,102.480666666667,1.03546798225,0.2842981295,,,,,,0.25201865825,80.84975,,59.845,12.12384,,63505,,,830672250,106725.93128918,,,100,,,12.638509045,858399000,12.638509045,858399000,97.8734,,,89.112325,0.95820494,0.2719219105,,,,,,0.00157292075000001,80.42475,,58.635,12.12384,,63553.25,,,859479500,101933.711068101,,,100,,,11.4736808375,743496500,11.4736808375,743496500,95.430725,,,111.207325,0.95656798775,0.289184138,,,,,,-0.10574164525,80.1,,57.405,,0,0,0,0
BTN,,558733.25,,1.41175,42415970.6249101,455.07583852943,,,,,,43.6760179475,111367472.395,42.215509685,107206756.705,,,,0,,,,,19.2764865125,,6.2131933035,2.23195423875,58.1965,,15.4075,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
BTN,,552491.75,,1.4005,60253978.2263523,545.108322651171,,,,,,39.5762145725,116518784.23,38.89479396,115872487.85,,,,0,0.724004507,0.474807203,,,18.9296072975,,6.9347400765,4.573864437,59.57325,,17.025,,1998,,558733.25,,1.41175,42415970.6249101,455.07583852943,,,,,,43.6760179475,111367472.395,42.215509685,107206756.705,,,,0,,,,,19.2764865125,,6.2131933035,2.23195423875,58.1965,,15.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
BTN,,564873.75,,1.39625,73941038.4816553,626.75502362279,,,,,,32.80773363,116014148.43,36.1603149775,128430347.55,0.138,,,0,0.6318182945,0.45501405,,,19.6674833325,,7.5799312015,5.82153771525,60.99375,,18.765,,2000,,552491.75,,1.4005,60253978.2263523,545.108322651171,,,,,,39.5762145725,116518784.23,38.89479396,115872487.85,,,,0,0.724004507,0.474807203,,,18.9296072975,,6.9347400765,4.573864437,59.57325,,17.025,,,558733.25,,1.41175,42415970.6249101,455.07583852943,,,,,,43.6760179475,111367472.395,42.215509685,107206756.705,,,,0,,,,,19.2764865125,,6.2131933035,2.23195423875,58.1965,,15.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
BTN,,589917.75,,1.59,94346681.4449117,726.965478780463,,30.7,35.7,,,45.4972979925,202023865.775,47.1994532825,208510593.325,0.467857666666667,,,0,0.515784383,0.444563478,,,20.9824404275,,8.35271213275,6.41081907625,62.12975,,20.6075,,2002,,564873.75,,1.39625,73941038.4816553,626.75502362279,,,,,,32.80773363,116014148.43,36.1603149775,128430347.55,0.138,,,0,0.6318182945,0.45501405,,,19.6674833325,,7.5799312015,5.82153771525,60.99375,,18.765,,,552491.75,,1.4005,60253978.2263523,545.108322651171,,,,,,39.5762145725,116518784.23,38.89479396,115872487.85,,,,0,0.724004507,0.474807203,,,18.9296072975,,6.9347400765,4.573864437,59.57325,,17.025,,,558733.25,,1.41175,42415970.6249101,455.07583852943,,,,,,43.6760179475,111367472.395,42.215509685,107206756.705,,,,0,,,,,19.2764865125,,6.2131933035,2.23195423875,58.1965,,15.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
BTN,,617432.25,,1.80325,125012752.380566,875.586253805957,,30.7,39.15,,,62.7152437025,343243427.625,62.2604447125,340901507.8,1.34457075,,,0.08840875,0.701520284333333,0.413281709,23.1,,19.2271075975,,8.8881363325,6.323521432,63.45275,,22.53,,2004,,589917.75,,1.59,94346681.4449117,726.965478780463,,30.7,35.7,,,45.4972979925,202023865.775,47.1994532825,208510593.325,0.467857666666667,,,0,0.515784383,0.444563478,,,20.9824404275,,8.35271213275,6.41081907625,62.12975,,20.6075,,,564873.75,,1.39625,73941038.4816553,626.75502362279,,,,,,32.80773363,116014148.43,36.1603149775,128430347.55,0.138,,,0,0.6318182945,0.45501405,,,19.6674833325,,7.5799312015,5.82153771525,60.99375,,18.765,,,552491.75,,1.4005,60253978.2263523,545.108322651171,,,,,,39.5762145725,116518784.23,38.89479396,115872487.85,,,,0,0.724004507,0.474807203,,,18.9296072975,,6.9347400765,4.573864437,59.57325,,17.025,,,558733.25,,1.41175,42415970.6249101,455.07583852943,,,,,,43.6760179475,111367472.395,42.215509685,107206756.705,,,,0,,,,,19.2764865125,,6.2131933035,2.23195423875,58.1965,,15.4075,,0,0,0,0
BTN,,643620.25,47.7,2.31075,161395503.002158,1087.12265622318,,,49.225,,292.4557308,66.094522535,461047647.975,66.2736726675,462871181.9,2.7792,,,2.18366625,1.01729047325,0.36236430725,23.1,,16.2954546225,0.344864417,8.27535358875,5.9192196935,64.95275,52.81000137,24.525,,2006,,617432.25,,1.80325,125012752.380566,875.586253805957,,30.7,39.15,,,62.7152437025,343243427.625,62.2604447125,340901507.8,1.34457075,,,0.08840875,0.701520284333333,0.413281709,23.1,,19.2271075975,,8.8881363325,6.323521432,63.45275,,22.53,,,589917.75,,1.59,94346681.4449117,726.965478780463,,30.7,35.7,,,45.4972979925,202023865.775,47.1994532825,208510593.325,0.467857666666667,,,0,0.515784383,0.444563478,,,20.9824404275,,8.35271213275,6.41081907625,62.12975,,20.6075,,,564873.75,,1.39625,73941038.4816553,626.75502362279,,,,,,32.80773363,116014148.43,36.1603149775,128430347.55,0.138,,,0,0.6318182945,0.45501405,,,19.6674833325,,7.5799312015,5.82153771525,60.99375,,18.765,,,552491.75,,1.4005,60253978.2263523,545.108322651171,,,,,,39.5762145725,116518784.23,38.89479396,115872487.85,,,,0,0.724004507,0.474807203,,,18.9296072975,,6.9347400765,4.573864437,59.57325,,17.025,,0,0,0,0
BTN,,665462.25,51.75,3.105,213317267.825236,1421.58289950033,,,60.8,,314.75095165,54.918599445,503622201.85,54.7861250675,499540726.05,4.3606025,,,10.6593075,1.0723958015,0.325844899,12,,16.645001575,0.326538468,7.76161013625,4.65220373,66.204,52.81000137,26.615,,2008,,643620.25,47.7,2.31075,161395503.002158,1087.12265622318,,,49.225,,292.4557308,66.094522535,461047647.975,66.2736726675,462871181.9,2.7792,,,2.18366625,1.01729047325,0.36236430725,23.1,,16.2954546225,0.344864417,8.27535358875,5.9192196935,64.95275,52.81000137,24.525,,,617432.25,,1.80325,125012752.380566,875.586253805957,,30.7,39.15,,,62.7152437025,343243427.625,62.2604447125,340901507.8,1.34457075,,,0.08840875,0.701520284333333,0.413281709,23.1,,19.2271075975,,8.8881363325,6.323521432,63.45275,,22.53,,,589917.75,,1.59,94346681.4449117,726.965478780463,,30.7,35.7,,,45.4972979925,202023865.775,47.1994532825,208510593.325,0.467857666666667,,,0,0.515784383,0.444563478,,,20.9824404275,,8.35271213275,6.41081907625,62.12975,,20.6075,,,564873.75,,1.39625,73941038.4816553,626.75502362279,,,,,,32.80773363,116014148.43,36.1603149775,128430347.55,0.138,,,0,0.6318182945,0.45501405,,,19.6674833325,,7.5799312015,5.82153771525,60.99375,,18.765,,0,0,0,0
BTN,,682444.75,60.92,3.658,265550482.639026,1773.50415180617,,,67.65,,337.0461725,46.26970102,559944401.4,45.87458727,554702808.625,6.03958,,,30.004875,0.8393028825,0.3106717765,12,,19.728854765,0.32468152525,8.14304558025,3.5297800455,67.385,,28.8025,,2010,,665462.25,51.75,3.105,213317267.825236,1421.58289950033,,,60.8,,314.75095165,54.918599445,503622201.85,54.7861250675,499540726.05,4.3606025,,,10.6593075,1.0723958015,0.325844899,12,,16.645001575,0.326538468,7.76161013625,4.65220373,66.204,52.81000137,26.615,,,643620.25,47.7,2.31075,161395503.002158,1087.12265622318,,,49.225,,292.4557308,66.094522535,461047647.975,66.2736726675,462871181.9,2.7792,,,2.18366625,1.01729047325,0.36236430725,23.1,,16.2954546225,0.344864417,8.27535358875,5.9192196935,64.95275,52.81000137,24.525,,,617432.25,,1.80325,125012752.380566,875.586253805957,,30.7,39.15,,,62.7152437025,343243427.625,62.2604447125,340901507.8,1.34457075,,,0.08840875,0.701520284333333,0.413281709,23.1,,19.2271075975,,8.8881363325,6.323521432,63.45275,,22.53,,,589917.75,,1.59,94346681.4449117,726.965478780463,,30.7,35.7,,,45.4972979925,202023865.775,47.1994532825,208510593.325,0.467857666666667,,,0,0.515784383,0.444563478,,,20.9824404275,,8.35271213275,6.41081907625,62.12975,,20.6075,,0,0,0,0
BTN,,697837,64.25,3.588,340704351.208775,2265.38830570693,,65.60409679,73.55,,,56.376548325,918679353.15,56.38155769,917829727.5,10.43,,,52.55465,0.7732207625,0.28969495725,,,20.525204625,0.208264432,10.3593465655,3.39834476825,68.4835,,31.0575,,2012,,682444.75,60.92,3.658,265550482.639026,1773.50415180617,,,67.65,,337.0461725,46.26970102,559944401.4,45.87458727,554702808.625,6.03958,,,30.004875,0.8393028825,0.3106717765,12,,19.728854765,0.32468152525,8.14304558025,3.5297800455,67.385,,28.8025,,,665462.25,51.75,3.105,213317267.825236,1421.58289950033,,,60.8,,314.75095165,54.918599445,503622201.85,54.7861250675,499540726.05,4.3606025,,,10.6593075,1.0723958015,0.325844899,12,,16.645001575,0.326538468,7.76161013625,4.65220373,66.204,52.81000137,26.615,,,643620.25,47.7,2.31075,161395503.002158,1087.12265622318,,,49.225,,292.4557308,66.094522535,461047647.975,66.2736726675,462871181.9,2.7792,,,2.18366625,1.01729047325,0.36236430725,23.1,,16.2954546225,0.344864417,8.27535358875,5.9192196935,64.95275,52.81000137,24.525,,,617432.25,,1.80325,125012752.380566,875.586253805957,,30.7,39.15,,,62.7152437025,343243427.625,62.2604447125,340901507.8,1.34457075,,,0.08840875,0.701520284333333,0.413281709,23.1,,19.2271075975,,8.8881363325,6.323521432,63.45275,,22.53,,0,0,0,0
BTN,,713390.25,62.21,2.8675,384463707.847347,2663.6811350494,,65.60409679,83.5,,,66.15412368,1259850183,65.75820788,1252211810.25,16.5,,,69.426225,0.78241284175,0.265716739,3.6,,19.12203823,0.07851175425,12.8793012275,3.3094576945,69.49125,55.31999969,33.38,2.98856,2014,,697837,64.25,3.588,340704351.208775,2265.38830570693,,65.60409679,73.55,,,56.376548325,918679353.15,56.38155769,917829727.5,10.43,,,52.55465,0.7732207625,0.28969495725,,,20.525204625,0.208264432,10.3593465655,3.39834476825,68.4835,,31.0575,,,682444.75,60.92,3.658,265550482.639026,1773.50415180617,,,67.65,,337.0461725,46.26970102,559944401.4,45.87458727,554702808.625,6.03958,,,30.004875,0.8393028825,0.3106717765,12,,19.728854765,0.32468152525,8.14304558025,3.5297800455,67.385,,28.8025,,,665462.25,51.75,3.105,213317267.825236,1421.58289950033,,,60.8,,314.75095165,54.918599445,503622201.85,54.7861250675,499540726.05,4.3606025,,,10.6593075,1.0723958015,0.325844899,12,,16.645001575,0.326538468,7.76161013625,4.65220373,66.204,52.81000137,26.615,,,643620.25,47.7,2.31075,161395503.002158,1087.12265622318,,,49.225,,292.4557308,66.094522535,461047647.975,66.2736726675,462871181.9,2.7792,,,2.18366625,1.01729047325,0.36236430725,23.1,,16.2954546225,0.344864417,8.27535358875,5.9192196935,64.95275,52.81000137,24.525,,0,0,0,0
BTN,6.40960244515767,729077.25,58.2275,2.5,388625928.141715,2808.6764660072,,,91.425,,,61.601529,1257481305.5,60.82116893,1241436078.5,27.025,,,82.4193,0.8974363955,0.23465253025,3.6,,18.4719111375,0.2047517705,12.8854918375,3.16107602975,70.30525,55.31999969,35.79,2.98856,2016,,713390.25,62.21,2.8675,384463707.847347,2663.6811350494,,65.60409679,83.5,,,66.15412368,1259850183,65.75820788,1252211810.25,16.5,,,69.426225,0.78241284175,0.265716739,3.6,,19.12203823,0.07851175425,12.8793012275,3.3094576945,69.49125,55.31999969,33.38,2.98856,,697837,64.25,3.588,340704351.208775,2265.38830570693,,65.60409679,73.55,,,56.376548325,918679353.15,56.38155769,917829727.5,10.43,,,52.55465,0.7732207625,0.28969495725,,,20.525204625,0.208264432,10.3593465655,3.39834476825,68.4835,,31.0575,,,682444.75,60.92,3.658,265550482.639026,1773.50415180617,,,67.65,,337.0461725,46.26970102,559944401.4,45.87458727,554702808.625,6.03958,,,30.004875,0.8393028825,0.3106717765,12,,19.728854765,0.32468152525,8.14304558025,3.5297800455,67.385,,28.8025,,,665462.25,51.75,3.105,213317267.825236,1421.58289950033,,,60.8,,314.75095165,54.918599445,503622201.85,54.7861250675,499540726.05,4.3606025,,,10.6593075,1.0723958015,0.325844899,12,,16.645001575,0.326538468,7.76161013625,4.65220373,66.204,52.81000137,26.615,,0,0,0,0
BTN,5.24854386353095,743989.5,55.39,2.70025,423843025.209882,3097.78447600212,,,95.95,,,55.8775554325,1287121880.5,55.4922629525,1279477963.75,42.725,,,91.666575,1.05942353625,0.22222493925,2.6,,17.7578856575,0.421912182,12.0990672775,2.9349240985,70.95825,66.55999756,38.305,4.79342,2018,6.40960244515767,729077.25,58.2275,2.5,388625928.141715,2808.6764660072,,,91.425,,,61.601529,1257481305.5,60.82116893,1241436078.5,27.025,,,82.4193,0.8974363955,0.23465253025,3.6,,18.4719111375,0.2047517705,12.8854918375,3.16107602975,70.30525,55.31999969,35.79,2.98856,,713390.25,62.21,2.8675,384463707.847347,2663.6811350494,,65.60409679,83.5,,,66.15412368,1259850183,65.75820788,1252211810.25,16.5,,,69.426225,0.78241284175,0.265716739,3.6,,19.12203823,0.07851175425,12.8793012275,3.3094576945,69.49125,55.31999969,33.38,2.98856,,697837,64.25,3.588,340704351.208775,2265.38830570693,,65.60409679,73.55,,,56.376548325,918679353.15,56.38155769,917829727.5,10.43,,,52.55465,0.7732207625,0.28969495725,,,20.525204625,0.208264432,10.3593465655,3.39834476825,68.4835,,31.0575,,,682444.75,60.92,3.658,265550482.639026,1773.50415180617,,,67.65,,337.0461725,46.26970102,559944401.4,45.87458727,554702808.625,6.03958,,,30.004875,0.8393028825,0.3106717765,12,,19.728854765,0.32468152525,8.14304558025,3.5297800455,67.385,,28.8025,,0,0,0,0
BTN,3.40634119988347,756696,58.314,2.94775,474715532.341415,3391.17028547074,,,99.25,,,52.6670080225,1347362698.5,52.6482954325,1346475292.75,59.61985,,,94.547075,1.088003844,0.235502295,2.6,,18.86305995,0.4841575365,13.5118002325,2.63201425,71.562,66.55999756,40.89,4.79342,2020,5.24854386353095,743989.5,55.39,2.70025,423843025.209882,3097.78447600212,,,95.95,,,55.8775554325,1287121880.5,55.4922629525,1279477963.75,42.725,,,91.666575,1.05942353625,0.22222493925,2.6,,17.7578856575,0.421912182,12.0990672775,2.9349240985,70.95825,66.55999756,38.305,4.79342,6.40960244515767,729077.25,58.2275,2.5,388625928.141715,2808.6764660072,,,91.425,,,61.601529,1257481305.5,60.82116893,1241436078.5,27.025,,,82.4193,0.8974363955,0.23465253025,3.6,,18.4719111375,0.2047517705,12.8854918375,3.16107602975,70.30525,55.31999969,35.79,2.98856,,713390.25,62.21,2.8675,384463707.847347,2663.6811350494,,65.60409679,83.5,,,66.15412368,1259850183,65.75820788,1252211810.25,16.5,,,69.426225,0.78241284175,0.265716739,3.6,,19.12203823,0.07851175425,12.8793012275,3.3094576945,69.49125,55.31999969,33.38,2.98856,,697837,64.25,3.588,340704351.208775,2265.38830570693,,65.60409679,73.55,,,56.376548325,918679353.15,56.38155769,917829727.5,10.43,,,52.55465,0.7732207625,0.28969495725,,,20.525204625,0.208264432,10.3593465655,3.39834476825,68.4835,,31.0575,,0,0,0,0
BTN,4.60664346684646,767507.75,61.3625,3.97575,544239861.646197,3434.84142331512,,,100,,,45.8900109075,1211346140.05,45.4908867125,1200898835.9,75.041775,,,96.262725,0.9884691685,0.2452883535,,,20.20332997,0.482440586666667,14.1954042466667,2.39839647525,72.10425,,43.4775,,2022,3.40634119988347,756696,58.314,2.94775,474715532.341415,3391.17028547074,,,99.25,,,52.6670080225,1347362698.5,52.6482954325,1346475292.75,59.61985,,,94.547075,1.088003844,0.235502295,2.6,,18.86305995,0.4841575365,13.5118002325,2.63201425,71.562,66.55999756,40.89,4.79342,5.24854386353095,743989.5,55.39,2.70025,423843025.209882,3097.78447600212,,,95.95,,,55.8775554325,1287121880.5,55.4922629525,1279477963.75,42.725,,,91.666575,1.05942353625,0.22222493925,2.6,,17.7578856575,0.421912182,12.0990672775,2.9349240985,70.95825,66.55999756,38.305,4.79342,6.40960244515767,729077.25,58.2275,2.5,388625928.141715,2808.6764660072,,,91.425,,,61.601529,1257481305.5,60.82116893,1241436078.5,27.025,,,82.4193,0.8974363955,0.23465253025,3.6,,18.4719111375,0.2047517705,12.8854918375,3.16107602975,70.30525,55.31999969,35.79,2.98856,,713390.25,62.21,2.8675,384463707.847347,2663.6811350494,,65.60409679,83.5,,,66.15412368,1259850183,65.75820788,1252211810.25,16.5,,,69.426225,0.78241284175,0.265716739,3.6,,19.12203823,0.07851175425,12.8793012275,3.3094576945,69.49125,55.31999969,33.38,2.98856,0,0,0,0
BTN,5.71117263622916,778186.75,59.784,4.7265,599496749.944926,3578.25465838664,,,100,,,46.105428905,1292510376.55,45.5451640575,1276749497.15,84.301,,,96.9643,0.95072180025,0.24696883575,0,9.8,20.02848077,0.524297663,12.28463638,2.28810561125,72.6075,64.91000366,45.4033333333333,,2024,4.60664346684646,767507.75,61.3625,3.97575,544239861.646197,3434.84142331512,,,100,,,45.8900109075,1211346140.05,45.4908867125,1200898835.9,75.041775,,,96.262725,0.9884691685,0.2452883535,,,20.20332997,0.482440586666667,14.1954042466667,2.39839647525,72.10425,,43.4775,,3.40634119988347,756696,58.314,2.94775,474715532.341415,3391.17028547074,,,99.25,,,52.6670080225,1347362698.5,52.6482954325,1346475292.75,59.61985,,,94.547075,1.088003844,0.235502295,2.6,,18.86305995,0.4841575365,13.5118002325,2.63201425,71.562,66.55999756,40.89,4.79342,5.24854386353095,743989.5,55.39,2.70025,423843025.209882,3097.78447600212,,,95.95,,,55.8775554325,1287121880.5,55.4922629525,1279477963.75,42.725,,,91.666575,1.05942353625,0.22222493925,2.6,,17.7578856575,0.421912182,12.0990672775,2.9349240985,70.95825,66.55999756,38.305,4.79342,6.40960244515767,729077.25,58.2275,2.5,388625928.141715,2808.6764660072,,,91.425,,,61.601529,1257481305.5,60.82116893,1241436078.5,27.025,,,82.4193,0.8974363955,0.23465253025,3.6,,18.4719111375,0.2047517705,12.8854918375,3.16107602975,70.30525,55.31999969,35.79,2.98856,0,0,0,0
BOL,,7652882.25,46.637,2.9555,804024673.870554,785.749463879466,,45.3,62.400864985,310.765636775,419.6313943,15.720827305,943971547.275,15.84123945,951970772.175,0.0668,2.19223303375,131673782.875,0.05028179475,,,13.8,,15.9591048575,6.3822497635,9.54598298525,3.073003558,58.913,79.98999786,37.7,7.37612,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
BOL,,7947908.5,53.3175,2.5485,952679590.647652,879.813701736017,,45.3,66.6304902125,349.47474105,496.4604861,16.371097105,1160067464.9,16.382581095,1157847086.175,0.236933333333333,2.151720334,150629891.975,0.50458491675,-0.134768322,0.373912305,18.6,,16.6920083225,9.24130602975,11.170499116,2.77180734775,60.02525,,39.4575,,1998,,7652882.25,46.637,2.9555,804024673.870554,785.749463879466,,45.3,62.400864985,310.765636775,419.6313943,15.720827305,943971547.275,15.84123945,951970772.175,0.0668,2.19223303375,131673782.875,0.05028179475,,,13.8,,15.9591048575,6.3822497635,9.54598298525,3.073003558,58.913,79.98999786,37.7,7.37612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
BOL,,8240709,59.0813333333333,2.21925,1130507742.00015,973.488665649583,,48.3,70.11507975,384.67268465,543.860717925,19.561888525,1579564826.5,19.348964695,1562413927.25,0.563,2.27120394975,183146176.8,2.435428306,-0.1879303455,0.359790355,21.6,,17.431844055,10.70261406625,12.62512822,2.66975152775,60.9785,,41.2925,,2000,,7947908.5,53.3175,2.5485,952679590.647652,879.813701736017,,45.3,66.6304902125,349.47474105,496.4604861,16.371097105,1160067464.9,16.382581095,1157847086.175,0.236933333333333,2.151720334,150629891.975,0.50458491675,-0.134768322,0.373912305,18.6,,16.6920083225,9.24130602975,11.170499116,2.77180734775,60.02525,,39.4575,,,7652882.25,46.637,2.9555,804024673.870554,785.749463879466,,45.3,62.400864985,310.765636775,419.6313943,15.720827305,943971547.275,15.84123945,951970772.175,0.0668,2.19223303375,131673782.875,0.05028179475,,,13.8,,15.9591048575,6.3822497635,9.54598298525,3.073003558,58.913,79.98999786,37.7,7.37612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
