Country Name,Year,Country Code,Life expectancy,Literacy rate,Obesity rate,Schooling years,contraceptive_percent_married,elec_access_percent,elec_kwh_per_capita,energy_oil_equiv_kg_per_capita,gross_cap_form_gdp,internet_access_percent,mil_expenditure_percent,mobile_sub_per100,pol_stability_estimate,pol_stability_std,poverty_ratio,revenue_of_GDP.,urban_growth,urban_percentage,Inflation_Rate,Population,Labour_Force_Female,Unemployment_Rate,Government_Spending,GDP_per_capita,gold,silver,bronze,total,edition,edition_id
Bahrain,2024,BHR,80.1196666666667,97.84666697,68.52,,,100,14867.5742037831,10683.9250821763,27.3154730077578,100,3.26934547371582,140.538333333333,-0.420544743537903,0.232581689953804,,,2.04073354288624,89.80825,1.00341944898522,1548696,,1.28075,6440895833.33333,29239.1691273063,2,1,1,4,Paris 2024,2024
Belarus,2012,BLR,70.83292683,99.62000275,53.185,11.33366,63.05790059,94.7,3550.7053789483,2996.43016636737,37.4580697133529,36.447225,1.29191856148032,109.1195,0.0938009675592184,0.257073365151882,6.05,30.379471623157,0.445739821764259,74.93225,33.2824596798086,9474224,55.2,6.02825,8644349114.19407,6217.01055084718,2,5,3,10,2012 Summer Olympics,54
Belarus,2014,BLR,71.990243905,,53.655,,63.05790059,95.9,3671.10399079746,3023.75233459648,36.4877318195509,49.9363,1.19170952973179,115.881,0.0416468824259936,0.2311383895576,5.975,28.4367076293994,0.574350433931292,75.94425,37.2200624313825,9450051,,5.95175,9550200327.82489,7455.06838930101,5,0,1,6,2014 Winter Olympics,58
Belarus,2016,BLR,73.2231707325,,54.0775,,,97.1,3619.62337146755,2773.28443844033,32.2878344591983,61.632425,1.24361780769352,119.7255,0.108088319655508,0.212491050362587,5.275,28.8158575807114,0.699953373049158,76.9335,15.450721480196,9455545,76.204,5.891,9219412943.05631,6836.55746439417,1,4,4,9,2016 Summer Olympics,59
Belarus,2018,BLR,73.93902439,,54.4675,,71.15,98.35,3618.72234405557,2710.27833817628,27.905379037064,71.727425,1.39283641821705,120.97125,0.135748987086117,0.21169488877058,5.575,29.7335087480102,0.586681477092395,77.89275,9.06880249690197,9457057,71.44125,5.534,8477235514.59568,5788.10349543654,2,1,0,3,2018 Winter Olympics,60
Belarus,2020,BLR,73.667567075,99.87000275,54.825,,61.875,99.5,3716.97494664185,2741.1781362578,28.1785170205737,80.36085,1.4274200759535,122.7945,-0.0615634741261601,0.223713200539351,5.325,29.5046916089089,0.342532554335174,78.814,5.5126097455621,9424371,66.34225,4.65625,9818735829.40172,6381.55290447199,1,3,3,7,2020 Summer Olympics,61
Belarus,2022,BLR,73.1350548775,99.87000275,55.165,,52.6,100,3880.42741371401,2803.64917345485,25.6458679909574,86.0682,1.45341599369785,125.95675,-0.524745017290115,0.232444051653147,4.45,27.7558858585803,-0.0197998075612094,79.69075,8.95406467381891,9332591,65.8925,3.922,11421826359.2242,7216.24905102795,0,2,0,2,2022 Winter Olympics,62
Belgium,2012,BEL,80.2969512175,,50.9375,11.4194225,73.7,100,8086.86919024142,5139.39172322827,23.1221185768858,78.628475,1.08805772822604,111.0225,0.877401500940323,0.234764486551285,,40.7656441849193,0.95823999286072,97.674,2.1269747679464,10959318,47.19825,7.72075,119400568063.05,45438.9336201342,0,1,2,3,2012 Summer Olympics,54
Belgium,2016,BEL,81.07682927,,50.96,11.8806825,66.7531663383057,100,7786.34628641657,4816.856339109,23.3677963954698,84.6852,0.945977427029947,111.9975,0.662012599408626,0.204441029578447,,41.0141667210412,0.544972546356067,97.85425,0.997095143238549,11243520,47.908,8.315,119132645466.988,44427.181935314,2,2,2,6,2016 Summer Olympics,59
Belgium,2018,BEL,81.37987805,,50.9775,12.16058,66.7,100,7750.91240092518,4772.41530005779,24.346838531779,86.9741,0.894727992264072,106.00885,0.454518735408783,0.204470425844192,14.8,39.3127274654501,0.524432191038212,97.93925,1.67860441449994,11351957,48.506,7.33575,115362327859.655,43567.7220856318,0,1,0,1,2018 Winter Olympics,60
